ID,地点名,收益ID,关卡类型,战斗场景,场景音乐,默认开启,描述,场景怪物列表,图标,首掉频率,首次掉落组,随后频率,地点掉落组,事件1探索时间,事件1,宝箱掉落,场景类型
100762,57-2,153,2,cave,city,,,19000035|12000006,icon/maze/cave,1200,110000002,3600,110000002,120,1000762,,3
100763,57-3,153,3,cave,field,,,19000052|11000012,icon/maze/cave,1200,110300224,3600,110300224,120,1000763,,3
100764,57-4,153,4,cave,mining,,,19000053|11000012,icon/maze/cave,1200,110300225,14400,110300225,120,1000764,,3
100765,57-5,153,5,cave,boss,,,19000007|16000010|16000011|16000012|17000014,icon/maze/cave,1200,300300225,3600,200300225,1200,1000765,,3
100766,58-1,154,1,spring,field,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110000001,3600,110000001,120,1000766,,16
100767,58-2,154,2,spring,mining,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110000002,3600,110000002,120,1000767,,16
100768,58-3,154,3,spring,field,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110100229,3600,110100229,120,1000768,,16
100769,58-4,154,4,spring,mining,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110100230,14400,110100230,120,1000769,,16
100770,58-5,154,5,spring,boss,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,300100230,3600,200100230,1200,1000770,,16
100771,58-1,155,1,spring,field,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110000001,3600,110000001,120,1000771,,16
100772,58-2,155,2,spring,mining,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110000002,3600,110000002,120,1000772,,16
100773,58-3,155,3,spring,field,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110200229,3600,110200229,120,1000773,,16
100774,58-4,155,4,spring,mining,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110200230,14400,110200230,120,1000774,,16
100775,58-5,155,5,spring,boss,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,300200230,3600,200200230,1200,1000775,,16
100776,58-1,156,1,spring,field,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110000001,3600,110000001,120,1000776,,16
100777,58-2,156,2,spring,mining,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110000002,3600,110000002,120,1000777,,16
100778,58-3,156,3,spring,field,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110300229,3600,110300229,120,1000778,,16
100779,58-4,156,4,spring,mining,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,110300230,14400,110300230,120,1000779,,16
100780,58-5,156,5,spring,boss,,,11000033|11000034|11000035|18000018|19000017,icon/maze/spring,1200,300300230,3600,200300230,1200,1000780,,16
100781,59-1,157,1,time,mining,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110000001,3600,110000001,120,1000781,,18
100782,59-2,157,2,time,mining,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110000002,3600,110000002,120,1000782,,18
100783,59-3,157,3,time,field,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110100234,3600,110100234,120,1000783,,18
100784,59-4,157,4,time,city,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110100235,14400,110100235,120,1000784,,18
100785,59-5,157,5,time,boss,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,300100235,3600,200100235,1200,1000785,,18
100786,59-1,158,1,time,mining,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110000001,3600,110000001,120,1000786,,18
100787,59-2,158,2,time,mining,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110000002,3600,110000002,120,1000787,,18
100788,59-3,158,3,time,field,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110200234,3600,110200234,120,1000788,,18
100789,59-4,158,4,time,city,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110200235,14400,110200235,120,1000789,,18
100790,59-5,158,5,time,boss,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,300200235,3600,200200235,1200,1000790,,18
100791,59-1,159,1,time,mining,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110000001,3600,110000001,120,1000791,,18
100792,59-2,159,2,time,mining,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110000002,3600,110000002,120,1000792,,18
100793,59-3,159,3,time,field,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110300234,3600,110300234,120,1000793,,18
100794,59-4,159,4,time,city,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,110300235,14400,110300235,120,1000794,,18
100795,59-5,159,5,time,boss,,,14000002|14000003|14000001|14000004|14000005,icon/maze/time,1200,300300235,3600,200300235,1200,1000795,,18
100796,60-1,160,1,ruins,field,,,19000029|19000029,icon/maze/ruins,1200,110000001,3600,110000001,120,1000796,,11
100797,60-2,160,2,ruins,mining,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110000002,3600,110000002,120,1000797,,11
100798,60-3,160,3,ruins,mining,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110100239,3600,110100239,120,1000798,,11
100799,60-4,160,4,ruins,field,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110100240,14400,110100240,120,1000799,,11
100800,60-5,160,5,ruins,boss,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,300100240,3600,200100240,1200,1000800,,11
100801,60-1,161,1,ruins,field,,,19000029|19000029,icon/maze/ruins,1200,110000001,3600,110000001,120,1000801,,11
100802,60-2,161,2,ruins,mining,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110000002,3600,110000002,120,1000802,,11
100803,60-3,161,3,ruins,mining,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110200239,3600,110200239,120,1000803,,11
100804,60-4,161,4,ruins,field,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110200240,14400,110200240,120,1000804,,11
100805,60-5,161,5,ruins,boss,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,300200240,3600,200200240,1200,1000805,,11
100806,60-1,162,1,ruins,field,,,19000029|19000029,icon/maze/ruins,1200,110000001,3600,110000001,120,1000806,,11
100807,60-2,162,2,ruins,mining,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110000002,3600,110000002,120,1000807,,11
100808,60-3,162,3,ruins,mining,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110300239,3600,110300239,120,1000808,,11
100809,60-4,162,4,ruins,field,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,110300240,14400,110300240,120,1000809,,11
100810,60-5,162,5,ruins,boss,,,19000019|19000006|19000016|19000029|19000023,icon/maze/ruins,1200,300300240,3600,200300240,1200,1000810,,11
100811,61-1,163,1,ruins,field,,,14000001|14000002|14000003|14000004|14000005,icon/maze/ruins,1200,110000001,3600,110000001,120,1000811,,11
100812,61-2,163,2,ruins,mining,,,18000028|13000008|13000007,icon/maze/ruins,1200,110000002,3600,110000002,120,1000812,,11
100813,61-3,163,3,ruins,mining,,,17000012|11000033|11000034|11000035,icon/maze/ruins,1200,110100239,3600,110100239,120,1000813,,11
100814,61-4,163,4,ruins,field,,,18000003|15000011|15000012,icon/maze/ruins,1200,110100240,14400,110100240,120,1000814,,11
100815,61-5,163,5,ruins,boss,,,17000003|15000001|15000003|15000002,icon/maze/ruins,1200,300100240,3600,200100240,1200,1000815,,11
100816,61-1,164,1,ruins,field,,,14000001|14000002|14000003|14000004|14000005,icon/maze/ruins,1200,110000001,3600,110000001,120,1000816,,11
100817,61-2,164,2,ruins,mining,,,18000028|13000008|13000007,icon/maze/ruins,1200,110000002,3600,110000002,120,1000817,,11
100818,61-3,164,3,ruins,mining,,,17000012|11000033|11000034|11000035,icon/maze/ruins,1200,110200239,3600,110200239,120,1000818,,11
100819,61-4,164,4,ruins,field,,,18000003|15000011|15000012,icon/maze/ruins,1200,110200240,14400,110200240,120,1000819,,11
100820,61-5,164,5,ruins,boss,,,17000003|15000001|15000003|15000002,icon/maze/ruins,1200,300200240,3600,200200240,1200,1000820,,11
100821,61-1,165,1,ruins,field,,,14000001|14000002|14000003|14000004|14000005,icon/maze/ruins,1200,110000001,3600,110000001,120,1000821,,11
100822,61-2,165,2,ruins,mining,,,18000028|13000008|13000007,icon/maze/ruins,1200,110000002,3600,110000002,120,1000822,,11
100823,61-3,165,3,ruins,mining,,,17000012|11000033|11000034|11000035,icon/maze/ruins,1200,110300239,3600,110300239,120,1000823,,11
100824,61-4,165,4,ruins,field,,,18000003|15000011|15000012,icon/maze/ruins,1200,110300240,14400,110300240,120,1000824,,11
100825,61-5,165,5,ruins,boss,,,17000003|15000001|15000003|15000002,icon/maze/ruins,1200,300300240,3600,200300240,1200,1000825,,11
100826,62-1,166,1,iceberg,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110000001,3600,110000001,120,1000826,,8
100827,62-2,166,2,iceberg,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110000002,3600,110000002,120,1000827,,8
100828,62-3,166,3,iceberg,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110100309,3600,110100309,120,1000828,,8
100829,62-4,166,4,iceberg,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110100310,14400,110100310,120,1000829,,8
100830,62-5,166,5,iceberg,boss,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,300100310,3600,200100310,1200,1000830,,8
100831,62-1,167,1,iceberg,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110000001,3600,110000001,120,1000831,,8
100832,62-2,167,2,iceberg,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110000002,3600,110000002,120,1000832,,8
100833,62-3,167,3,iceberg,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110200309,3600,110200309,120,1000833,,8
100834,62-4,167,4,iceberg,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110200310,14400,110200310,120,1000834,,8
100835,62-5,167,5,iceberg,boss,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,300200310,3600,200200310,1200,1000835,,8
100836,62-1,168,1,iceberg,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110000001,3600,110000001,120,1000836,,8
100837,62-2,168,2,iceberg,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110000002,3600,110000002,120,1000837,,8
100838,62-3,168,3,iceberg,mining,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110300309,3600,110300309,120,1000838,,8
100839,62-4,168,4,iceberg,field,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,110300310,14400,110300310,120,1000839,,8
100840,62-5,168,5,iceberg,boss,,,12000002|12000001|19000003|19000047|11000018|11000017|11000016|11000019,icon/maze/iceberg,1200,300300310,3600,200300310,1200,1000840,,8
100841,63-1,169,1,relic,field,,,13000009|13000010|13000011|13000012|13000013,icon/maze/relic,1200,110000001,3600,110000001,120,1000841,,15
100842,63-2,169,2,relic,mining,,,17000002|18000001,icon/maze/relic,1200,110000002,3600,110000002,120,1000842,,15
100843,63-3,169,3,relic,city,,,18000034|18000026|18000027|18000022|18000010|18000011,icon/maze/relic,1200,110100314,3600,110100314,120,1000843,,15
100844,63-4,169,4,relic,field,,,19000038|21000009|21000010,icon/maze/relic,1200,110100315,14400,110100315,120,1000844,,15
100845,63-5,169,5,relic,boss,,,19000024|17000028|17000029,icon/maze/relic,1200,300100315,3600,200100315,1200,1000845,,15
100846,63-1,170,1,relic,field,,,13000009|13000010|13000011|13000012|13000013,icon/maze/relic,1200,110000001,3600,110000001,120,1000846,,15
100847,63-2,170,2,relic,mining,,,17000002|18000001,icon/maze/relic,1200,110000002,3600,110000002,120,1000847,,15
100848,63-3,170,3,relic,city,,,18000034|18000026|18000027|18000022|18000010|18000011,icon/maze/relic,1200,110200314,3600,110200314,120,1000848,,15
100849,63-4,170,4,relic,field,,,19000038|21000009|21000010,icon/maze/relic,1200,110200315,14400,110200315,120,1000849,,15
100850,63-5,170,5,relic,boss,,,19000024|17000028|17000029,icon/maze/relic,1200,300200315,3600,200200315,1200,1000850,,15
100851,63-1,171,1,relic,field,,,13000009|13000010|13000011|13000012|13000013,icon/maze/relic,1200,110000001,3600,110000001,120,1000851,,15
100852,63-2,171,2,relic,mining,,,17000002|18000001,icon/maze/relic,1200,110000002,3600,110000002,120,1000852,,15
100853,63-3,171,3,relic,city,,,18000034|18000026|18000027|18000022|18000010|18000011,icon/maze/relic,1200,110300314,3600,110300314,120,1000853,,15
100854,63-4,171,4,relic,field,,,19000038|21000009|21000010,icon/maze/relic,1200,110300315,14400,110300315,120,1000854,,15
100855,63-5,171,5,relic,boss,,,19000024|17000028|17000029,icon/maze/relic,1200,300300315,3600,200300315,1200,1000855,,15
100856,64-1,172,1,spring,field,,大蛇,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110000001,3600,110000001,120,1000856,,16
100857,64-2,172,2,spring,mining,,元首,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110000002,3600,110000002,120,1000857,,16
100858,64-3,172,3,spring,field,,高彬,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110100319,3600,110100319,120,1000858,,16
100859,64-4,172,4,spring,mining,,纳兹古王,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110100320,14400,110100320,120,1000859,,16
100860,64-5,172,5,spring,boss,,阿拉蕾,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,300100320,3600,200100320,1200,1000860,,16
100861,64-1,173,1,spring,field,,大蛇,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110000001,3600,110000001,120,1000861,,16
100862,64-2,173,2,spring,mining,,元首,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110000002,3600,110000002,120,1000862,,16
100863,64-3,173,3,spring,field,,高彬,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110200319,3600,110200319,120,1000863,,16
100864,64-4,173,4,spring,mining,,纳兹古王,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110200320,14400,110200320,120,1000864,,16
100865,64-5,173,5,spring,boss,,阿拉蕾,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,300200320,3600,200200320,1200,1000865,,16
100866,64-1,174,1,spring,field,,大蛇,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110000001,3600,110000001,120,1000866,,16
100867,64-2,174,2,spring,mining,,元首,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110000002,3600,110000002,120,1000867,,16
100868,64-3,174,3,spring,field,,高彬,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110300319,3600,110300319,120,1000868,,16
100869,64-4,174,4,spring,mining,,纳兹古王,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,110300320,14400,110300320,120,1000869,,16
100870,64-5,174,5,spring,boss,,阿拉蕾,11000012|11000014|11000003|11000004|11000005|18000005|18000006|19000001,icon/maze/spring,1200,300300320,3600,200300320,1200,1000870,,16
100871,65-1,175,1,time,field,,wcg,17000028|17000029,icon/maze/time,1200,110000001,3600,110000001,120,1000871,,18
100872,65-2,175,2,time,field,,小黑,17000016|17000029|17000028,icon/maze/time,1200,110000002,3600,110000002,120,1000872,,18
100873,65-3,175,3,time,mining,,半人马,16000013|17000014|16000012|17000024,icon/maze/time,1200,110100324,3600,110100324,120,1000873,,18
100874,65-4,175,4,time,mining,,冰女,19000057|19000058,icon/maze/time,1200,110100325,14400,110100325,120,1000874,,18
100875,65-5,175,5,time,boss,,亚索,19000059,icon/maze/time,1200,300100325,3600,200100325,1200,1000875,,18
100876,65-1,176,1,time,field,,wcg,17000028|17000029,icon/maze/time,1200,110000001,3600,110000001,120,1000876,,18
100877,65-2,176,2,time,field,,小黑,17000016|17000029|17000028,icon/maze/time,1200,110000002,3600,110000002,120,1000877,,18
100878,65-3,176,3,time,mining,,半人马,16000013|17000014|16000012|17000024,icon/maze/time,1200,110200324,3600,110200324,120,1000878,,18
100879,65-4,176,4,time,mining,,冰女,19000057|19000058,icon/maze/time,1200,110200325,14400,110200325,120,1000879,,18
100880,65-5,176,5,time,boss,,亚索,19000059,icon/maze/time,1200,300200325,3600,200200325,1200,1000880,,18
100881,65-1,177,1,time,field,,wcg,17000028|17000029,icon/maze/time,1200,110000001,3600,110000001,120,1000881,,18
100882,65-2,177,2,time,field,,小黑,17000016|17000029|17000028,icon/maze/time,1200,110000002,3600,110000002,120,1000882,,18
100883,65-3,177,3,time,mining,,半人马,16000013|17000014|16000012|17000024,icon/maze/time,1200,110300324,3600,110300324,120,1000883,,18
100884,65-4,177,4,time,mining,,冰女,19000057|19000058,icon/maze/time,1200,110300325,14400,110300325,120,1000884,,18
100885,65-5,177,5,time,boss,,亚索,19000059,icon/maze/time,1200,300300325,3600,200300325,1200,1000885,,18
100886,66-1,178,1,cave,field,,wcg,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110000001,3600,110000001,120,1000886,,3
100887,66-2,178,2,cave,city,,斯巴达,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110000002,3600,110000002,120,1000887,,3
100888,66-3,178,3,cave,field,,两仪式,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110100329,3600,110100329,120,1000888,,3
100889,66-4,178,4,cave,mining,,柯南,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110100330,14400,110100330,120,1000889,,3
100890,66-5,178,5,cave,boss,,苍老师,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,300100330,3600,200100330,1200,1000890,,3
100891,66-1,179,1,cave,field,,wcg,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110000001,3600,110000001,120,1000891,,3
100892,66-2,179,2,cave,city,,斯巴达,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110000002,3600,110000002,120,1000892,,3
100893,66-3,179,3,cave,field,,两仪式,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110200329,3600,110200329,120,1000893,,3
100894,66-4,179,4,cave,mining,,柯南,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110200330,14400,110200330,120,1000894,,3
100895,66-5,179,5,cave,boss,,苍老师,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,300200330,3600,200200330,1200,1000895,,3
100896,66-1,180,1,cave,field,,wcg,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110000001,3600,110000001,120,1000896,,3
100897,66-2,180,2,cave,city,,斯巴达,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110000002,3600,110000002,120,1000897,,3
100898,66-3,180,3,cave,field,,两仪式,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110300329,3600,110300329,120,1000898,,3
100899,66-4,180,4,cave,mining,,柯南,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,110300330,14400,110300330,120,1000899,,3
100900,66-5,180,5,cave,boss,,苍老师,17000015|19000021|19000044|17000006|19000048|17000002|17000001,icon/maze/cave,1200,300300330,3600,200300330,1200,1000900,,3
100901,67-1,181,1,ruins,field,,,17000026|15000001|15000002|15000003|15000004,icon/maze/ruins,1200,110000001,3600,110000001,120,1000901,,11
100902,67-2,181,2,ruins,mining,,,17000027|15000001|15000002|15000003|15000004,icon/maze/ruins,1200,110000002,3600,110000002,120,1000902,,11
100903,67-3,181,3,ruins,mining,,,18000046|13000005|13000006|13000007|13000008|13000009,icon/maze/ruins,1200,110100239,3600,110100239,120,1000903,,11
100904,67-4,181,4,ruins,field,,,17000005|13000005|13000006|13000007|13000008|17000011,icon/maze/ruins,1200,110100240,14400,110100240,120,1000904,,11
100905,67-5,181,5,ruins,boss,,,17000005|13000005|13000006|13000007|13000008|13000009,icon/maze/ruins,1200,300100240,3600,200100240,1200,1000905,,11
100906,67-1,182,1,ruins,field,,,17000026|15000001|15000002|15000003|15000004,icon/maze/ruins,1200,110000001,3600,110000001,120,1000906,,11
100907,67-2,182,2,ruins,mining,,,17000027|15000001|15000002|15000003|15000004,icon/maze/ruins,1200,110000002,3600,110000002,120,1000907,,11
100908,67-3,182,3,ruins,mining,,,18000046|13000005|13000006|13000007|13000008|13000009,icon/maze/ruins,1200,110200239,3600,110200239,120,1000908,,11
100909,67-4,182,4,ruins,field,,,17000005|13000005|13000006|13000007|13000008|17000011,icon/maze/ruins,1200,110200240,14400,110200240,120,1000909,,11
100910,67-5,182,5,ruins,boss,,,17000005|13000005|13000006|13000007|13000008|13000009,icon/maze/ruins,1200,300200240,3600,200200240,1200,1000910,,11
100911,67-1,183,1,ruins,field,,,17000026|15000001|15000002|15000003|15000004,icon/maze/ruins,1200,110000001,3600,110000001,120,1000911,,11
100912,67-2,183,2,ruins,mining,,,17000027|15000001|15000002|15000003|15000004,icon/maze/ruins,1200,110000002,3600,110000002,120,1000912,,11
100913,67-3,183,3,ruins,mining,,,18000046|13000005|13000006|13000007|13000008|13000009,icon/maze/ruins,1200,110300239,3600,110300239,120,1000913,,11
100914,67-4,183,4,ruins,field,,,17000005|13000005|13000006|13000007|13000008|17000011,icon/maze/ruins,1200,110300240,14400,110300240,120,1000914,,11
100915,67-5,183,5,ruins,boss,,,17000005|13000005|13000006|13000007|13000008|13000009,icon/maze/ruins,1200,300300240,3600,200300240,1200,1000915,,11
