ID,佣兵ID,宝具等级,消耗资源,消耗个数,战力提升,先攻提升,防御提升,闪避提升,王者提升
2889,14000005,9,57,39,5,,,,
2890,14000005,10,57,47,,0,1,0,0
2891,14000006,1,57,3,5,,,,
2892,14000006,2,57,4,5,,,,
2893,14000006,3,57,6,5,,,,
2894,14000006,4,57,9,5,,,,
2895,14000006,5,57,13,,1,0,0,0
2896,14000006,6,57,18,5,,,,
2897,14000006,7,57,24,5,,,,
2898,14000006,8,57,31,5,,,,
2899,14000006,9,57,39,5,,,,
2900,14000006,10,57,47,,0,1,0,0
2901,15000001,1,57,3,5,,,,
2902,15000001,2,57,4,5,,,,
2903,15000001,3,57,6,5,,,,
2904,15000001,4,57,9,5,,,,
2905,15000001,5,57,13,,1,0,0,0
2906,15000001,6,57,18,5,,,,
2907,15000001,7,57,24,5,,,,
2908,15000001,8,57,31,5,,,,
2909,15000001,9,57,39,5,,,,
2910,15000001,10,57,47,,0,1,0,0
2911,15000002,1,57,3,5,,,,
2912,15000002,2,57,4,5,,,,
2913,15000002,3,57,6,5,,,,
2914,15000002,4,57,9,5,,,,
2915,15000002,5,57,13,,0,0,1,0
2916,15000002,6,57,18,5,,,,
2917,15000002,7,57,24,5,,,,
2918,15000002,8,57,31,5,,,,
2919,15000002,9,57,39,5,,,,
2920,15000002,10,57,47,,0,0,1,0
2921,15000003,1,57,3,5,,,,
2922,15000003,2,57,4,5,,,,
2923,15000003,3,57,6,5,,,,
2924,15000003,4,57,9,5,,,,
2925,15000003,5,57,13,,0,0,1,0
2926,15000003,6,57,18,5,,,,
2927,15000003,7,57,24,5,,,,
2928,15000003,8,57,31,5,,,,
2929,15000003,9,57,39,5,,,,
2930,15000003,10,57,47,,0,0,1,0
2931,15000004,1,57,3,5,,,,
2932,15000004,2,57,4,5,,,,
2933,15000004,3,57,6,5,,,,
2934,15000004,4,57,9,5,,,,
2935,15000004,5,57,13,,0,0,1,0
2936,15000004,6,57,18,5,,,,
2937,15000004,7,57,24,5,,,,
2938,15000004,8,57,31,5,,,,
2939,15000004,9,57,39,5,,,,
2940,15000004,10,57,47,,0,0,1,0
2941,15000005,1,57,3,5,,,,
2942,15000005,2,57,4,5,,,,
2943,15000005,3,57,6,5,,,,
2944,15000005,4,57,9,5,,,,
2945,15000005,5,57,13,,1,0,0,0
2946,15000005,6,57,18,5,,,,
2947,15000005,7,57,24,5,,,,
2948,15000005,8,57,31,5,,,,
2949,15000005,9,57,39,5,,,,
2950,15000005,10,57,47,,1,0,0,0
2951,15000006,1,57,3,5,,,,
2952,15000006,2,57,4,5,,,,
2953,15000006,3,57,6,5,,,,
2954,15000006,4,57,9,5,,,,
2955,15000006,5,57,13,,1,0,0,0
2956,15000006,6,57,18,5,,,,
2957,15000006,7,57,24,5,,,,
2958,15000006,8,57,31,5,,,,
2959,15000006,9,57,39,5,,,,
2960,15000006,10,57,47,,0,1,0,0
2961,15000007,1,57,3,5,,,,
2962,15000007,2,57,4,5,,,,
2963,15000007,3,57,6,5,,,,
2964,15000007,4,57,9,5,,,,
2965,15000007,5,57,13,,0,0,1,0
2966,15000007,6,57,18,5,,,,
2967,15000007,7,57,24,5,,,,
2968,15000007,8,57,31,5,,,,
2969,15000007,9,57,39,5,,,,
2970,15000007,10,57,47,,0,0,1,0
2971,15000008,1,57,3,5,,,,
2972,15000008,2,57,4,5,,,,
2973,15000008,3,57,6,5,,,,
2974,15000008,4,57,9,5,,,,
2975,15000008,5,57,13,,0,0,1,0
2976,15000008,6,57,18,5,,,,
2977,15000008,7,57,24,5,,,,
2978,15000008,8,57,31,5,,,,
2979,15000008,9,57,39,5,,,,
2980,15000008,10,57,47,,0,0,1,0
2981,15000009,1,57,3,5,,,,
2982,15000009,2,57,4,5,,,,
2983,15000009,3,57,6,5,,,,
2984,15000009,4,57,9,5,,,,
2985,15000009,5,57,13,,1,0,0,0
2986,15000009,6,57,18,5,,,,
2987,15000009,7,57,24,5,,,,
2988,15000009,8,57,31,5,,,,
2989,15000009,9,57,39,5,,,,
2990,15000009,10,57,47,,0,1,0,0
2991,15000010,1,57,3,5,,,,
2992,15000010,2,57,4,5,,,,
2993,15000010,3,57,6,5,,,,
2994,15000010,4,57,9,5,,,,
2995,15000010,5,57,13,,0,0,1,0
2996,15000010,6,57,18,5,,,,
2997,15000010,7,57,24,5,,,,
2998,15000010,8,57,31,5,,,,
2999,15000010,9,57,39,5,,,,
3000,15000010,10,57,47,,0,0,1,0
3001,15000011,1,57,3,5,,,,
3002,15000011,2,57,4,5,,,,
3003,15000011,3,57,6,5,,,,
3004,15000011,4,57,9,5,,,,
3005,15000011,5,57,13,,1,0,0,0
3006,15000011,6,57,18,5,,,,
3007,15000011,7,57,24,5,,,,
3008,15000011,8,57,31,5,,,,
3009,15000011,9,57,39,5,,,,
3010,15000011,10,57,47,,0,1,0,0
3011,15000012,1,57,3,5,,,,
3012,15000012,2,57,4,5,,,,
3013,15000012,3,57,6,5,,,,
3014,15000012,4,57,9,5,,,,
3015,15000012,5,57,13,,1,0,0,0
3016,15000012,6,57,18,5,,,,
3017,15000012,7,57,24,5,,,,
3018,15000012,8,57,31,5,,,,
3019,15000012,9,57,39,5,,,,
3020,15000012,10,57,47,,1,0,0,0
3021,16000001,1,57,3,5,,,,
3022,16000001,2,57,4,5,,,,
3023,16000001,3,57,6,5,,,,
3024,16000001,4,57,9,5,,,,
3025,16000001,5,57,13,,1,0,0,0
3026,16000001,6,57,18,5,,,,
3027,16000001,7,57,24,5,,,,
3028,16000001,8,57,31,5,,,,
3029,16000001,9,57,39,5,,,,
3030,16000001,10,57,47,,0,1,0,0
3031,16000002,1,57,3,5,,,,
3032,16000002,2,57,4,5,,,,
3033,16000002,3,57,6,5,,,,
3034,16000002,4,57,9,5,,,,
3035,16000002,5,57,13,,1,0,0,0
3036,16000002,6,57,18,5,,,,
3037,16000002,7,57,24,5,,,,
3038,16000002,8,57,31,5,,,,
3039,16000002,9,57,39,5,,,,
3040,16000002,10,57,47,,1,0,0,0
3041,16000003,1,57,3,5,,,,
3042,16000003,2,57,4,5,,,,
3043,16000003,3,57,6,5,,,,
3044,16000003,4,57,9,5,,,,
3045,16000003,5,57,13,,1,0,0,0
3046,16000003,6,57,18,5,,,,
3047,16000003,7,57,24,5,,,,
3048,16000003,8,57,31,5,,,,
3049,16000003,9,57,39,5,,,,
3050,16000003,10,57,47,,1,0,0,0
3051,16000004,1,57,3,5,,,,
3052,16000004,2,57,4,5,,,,
3053,16000004,3,57,6,5,,,,
3054,16000004,4,57,9,5,,,,
3055,16000004,5,57,13,,0,0,1,0
3056,16000004,6,57,18,5,,,,
3057,16000004,7,57,24,5,,,,
3058,16000004,8,57,31,5,,,,
3059,16000004,9,57,39,5,,,,
3060,16000004,10,57,47,,0,0,1,0
3061,16000005,1,57,3,5,,,,
3062,16000005,2,57,4,5,,,,
3063,16000005,3,57,6,5,,,,
3064,16000005,4,57,9,5,,,,
3065,16000005,5,57,13,,1,0,0,0
3066,16000005,6,57,18,5,,,,
3067,16000005,7,57,24,5,,,,
3068,16000005,8,57,31,5,,,,
3069,16000005,9,57,39,5,,,,
3070,16000005,10,57,47,,0,1,0,0
3071,16000006,1,57,3,5,,,,
3072,16000006,2,57,4,5,,,,
3073,16000006,3,57,6,5,,,,
3074,16000006,4,57,9,5,,,,
3075,16000006,5,57,13,,1,0,0,0
3076,16000006,6,57,18,5,,,,
3077,16000006,7,57,24,5,,,,
3078,16000006,8,57,31,5,,,,
3079,16000006,9,57,39,5,,,,
3080,16000006,10,57,47,,0,1,0,0
3081,16000007,1,57,3,5,,,,
3082,16000007,2,57,4,5,,,,
3083,16000007,3,57,6,5,,,,
3084,16000007,4,57,9,5,,,,
3085,16000007,5,57,13,,1,0,0,0
3086,16000007,6,57,18,5,,,,
3087,16000007,7,57,24,5,,,,
3088,16000007,8,57,31,5,,,,
3089,16000007,9,57,39,5,,,,
3090,16000007,10,57,47,,0,1,0,0
3091,16000008,1,57,3,5,,,,
3092,16000008,2,57,4,5,,,,
3093,16000008,3,57,6,5,,,,
3094,16000008,4,57,9,5,,,,
3095,16000008,5,57,13,,0,0,1,0
3096,16000008,6,57,18,5,,,,
3097,16000008,7,57,24,5,,,,
3098,16000008,8,57,31,5,,,,
3099,16000008,9,57,39,5,,,,
3100,16000008,10,57,47,,0,0,1,0
3101,16000009,1,57,3,5,,,,
3102,16000009,2,57,4,5,,,,
3103,16000009,3,57,6,5,,,,
3104,16000009,4,57,9,5,,,,
3105,16000009,5,57,13,,1,0,0,0
3106,16000009,6,57,18,5,,,,
3107,16000009,7,57,24,5,,,,
3108,16000009,8,57,31,5,,,,
3109,16000009,9,57,39,5,,,,
3110,16000009,10,57,47,,0,1,0,0
3111,16000010,1,57,3,5,,,,
3112,16000010,2,57,4,5,,,,
3113,16000010,3,57,6,5,,,,
3114,16000010,4,57,9,5,,,,
3115,16000010,5,57,13,,1,0,0,0
3116,16000010,6,57,18,5,,,,
3117,16000010,7,57,24,5,,,,
3118,16000010,8,57,31,5,,,,
3119,16000010,9,57,39,5,,,,
3120,16000010,10,57,47,,0,1,0,0
3121,16000011,1,57,3,5,,,,
3122,16000011,2,57,4,5,,,,
3123,16000011,3,57,6,5,,,,
3124,16000011,4,57,9,5,,,,
3125,16000011,5,57,13,,1,0,0,0
3126,16000011,6,57,18,5,,,,
3127,16000011,7,57,24,5,,,,
3128,16000011,8,57,31,5,,,,
3129,16000011,9,57,39,5,,,,
3130,16000011,10,57,47,,0,1,0,0
3131,16000012,1,57,3,5,,,,
3132,16000012,2,57,4,5,,,,
3133,16000012,3,57,6,5,,,,
3134,16000012,4,57,9,5,,,,
3135,16000012,5,57,13,,0,0,1,0
3136,16000012,6,57,18,5,,,,
3137,16000012,7,57,24,5,,,,
3138,16000012,8,57,31,5,,,,
3139,16000012,9,57,39,5,,,,
3140,16000012,10,57,47,,0,0,1,0
3141,16000013,1,57,3,5,,,,
3142,16000013,2,57,4,5,,,,
3143,16000013,3,57,6,5,,,,
3144,16000013,4,57,9,5,,,,
3145,16000013,5,57,13,,1,0,0,0
3146,16000013,6,57,18,5,,,,
3147,16000013,7,57,24,5,,,,
3148,16000013,8,57,31,5,,,,
3149,16000013,9,57,39,5,,,,
3150,16000013,10,57,47,,0,1,0,0
3151,16000014,1,57,3,5,,,,
3152,16000014,2,57,4,5,,,,
3153,16000014,3,57,6,5,,,,
3154,16000014,4,57,9,5,,,,
3155,16000014,5,57,13,,0,0,1,0
3156,16000014,6,57,18,5,,,,
3157,16000014,7,57,24,5,,,,
3158,16000014,8,57,31,5,,,,
3159,16000014,9,57,39,5,,,,
3160,16000014,10,57,47,,0,0,1,0
3161,17000001,1,57,3,5,,,,
3162,17000001,2,57,4,5,,,,
3163,17000001,3,57,6,5,,,,
3164,17000001,4,57,9,5,,,,
3165,17000001,5,57,13,,0,0,1,0
3166,17000001,6,57,18,5,,,,
3167,17000001,7,57,24,5,,,,
3168,17000001,8,57,31,5,,,,
3169,17000001,9,57,39,5,,,,
3170,17000001,10,57,47,,0,0,1,0
3171,17000002,1,57,3,5,,,,
3172,17000002,2,57,4,5,,,,
3173,17000002,3,57,6,5,,,,
3174,17000002,4,57,9,5,,,,
3175,17000002,5,57,13,,0,0,1,0
3176,17000002,6,57,18,5,,,,
3177,17000002,7,57,24,5,,,,
3178,17000002,8,57,31,5,,,,
3179,17000002,9,57,39,5,,,,
3180,17000002,10,57,47,,0,0,1,0
3181,17000003,1,57,3,5,,,,
3182,17000003,2,57,4,5,,,,
3183,17000003,3,57,6,5,,,,
3184,17000003,4,57,9,5,,,,
3185,17000003,5,57,13,,0,1,0,0
3186,17000003,6,57,18,5,,,,
3187,17000003,7,57,24,5,,,,
3188,17000003,8,57,31,5,,,,
3189,17000003,9,57,39,5,,,,
3190,17000003,10,57,47,,0,1,0,0
3191,17000004,1,57,3,5,,,,
3192,17000004,2,57,4,5,,,,
3193,17000004,3,57,6,5,,,,
3194,17000004,4,57,9,5,,,,
3195,17000004,5,57,13,,0,0,0,1
3196,17000004,6,57,18,5,,,,
3197,17000004,7,57,24,5,,,,
3198,17000004,8,57,31,5,,,,
3199,17000004,9,57,39,5,,,,
3200,17000004,10,57,47,,2,0,0,0
3201,17000005,1,57,3,5,,,,
3202,17000005,2,57,4,5,,,,
3203,17000005,3,57,6,5,,,,
3204,17000005,4,57,9,5,,,,
3205,17000005,5,57,13,,1,0,0,0
3206,17000005,6,57,18,5,,,,
3207,17000005,7,57,24,5,,,,
3208,17000005,8,57,31,5,,,,
3209,17000005,9,57,39,5,,,,
3210,17000005,10,57,47,,1,0,0,0
3211,17000006,1,57,3,5,,,,
3212,17000006,2,57,4,5,,,,
3213,17000006,3,57,6,5,,,,
3214,17000006,4,57,9,5,,,,
3215,17000006,5,57,13,,1,0,0,0
3216,17000006,6,57,18,5,,,,
3217,17000006,7,57,24,5,,,,
3218,17000006,8,57,31,5,,,,
3219,17000006,9,57,39,5,,,,
3220,17000006,10,57,47,,0,1,0,0
3221,17000007,1,57,3,5,,,,
3222,17000007,2,57,4,5,,,,
3223,17000007,3,57,6,5,,,,
3224,17000007,4,57,9,5,,,,
3225,17000007,5,57,13,,1,0,0,0
3226,17000007,6,57,18,5,,,,
3227,17000007,7,57,24,5,,,,
3228,17000007,8,57,31,5,,,,
3229,17000007,9,57,39,5,,,,
3230,17000007,10,57,47,,0,1,0,0
3231,17000008,1,57,3,5,,,,
3232,17000008,2,57,4,5,,,,
3233,17000008,3,57,6,5,,,,
3234,17000008,4,57,9,5,,,,
3235,17000008,5,57,13,,1,0,0,0
3236,17000008,6,57,18,5,,,,
3237,17000008,7,57,24,5,,,,
3238,17000008,8,57,31,5,,,,
3239,17000008,9,57,39,5,,,,
3240,17000008,10,57,47,,0,1,0,0
3241,17000009,1,57,3,5,,,,
3242,17000009,2,57,4,5,,,,
3243,17000009,3,57,6,5,,,,
3244,17000009,4,57,9,5,,,,
3245,17000009,5,57,13,,0,0,1,0
3246,17000009,6,57,18,5,,,,
3247,17000009,7,57,24,5,,,,
3248,17000009,8,57,31,5,,,,
3249,17000009,9,57,39,5,,,,
3250,17000009,10,57,47,,0,0,1,0
3251,17000010,1,57,3,5,,,,
3252,17000010,2,57,4,5,,,,
3253,17000010,3,57,6,5,,,,
3254,17000010,4,57,9,5,,,,
3255,17000010,5,57,13,,0,0,1,0
3256,17000010,6,57,18,5,,,,
3257,17000010,7,57,24,5,,,,
3258,17000010,8,57,31,5,,,,
3259,17000010,9,57,39,5,,,,
3260,17000010,10,57,47,,0,0,1,0
3261,17000011,1,57,3,5,,,,
3262,17000011,2,57,4,5,,,,
3263,17000011,3,57,6,5,,,,
3264,17000011,4,57,9,5,,,,
3265,17000011,5,57,13,,0,1,0,0
3266,17000011,6,57,18,5,,,,
3267,17000011,7,57,24,5,,,,
3268,17000011,8,57,31,5,,,,
3269,17000011,9,57,39,5,,,,
3270,17000011,10,57,47,,0,1,0,0
3271,17000012,1,57,3,5,,,,
3272,17000012,2,57,4,5,,,,
3273,17000012,3,57,6,5,,,,
3274,17000012,4,57,9,5,,,,
3275,17000012,5,57,13,,0,0,1,0
3276,17000012,6,57,18,5,,,,
3277,17000012,7,57,24,5,,,,
3278,17000012,8,57,31,5,,,,
3279,17000012,9,57,39,5,,,,
3280,17000012,10,57,47,,0,0,1,0
3281,17000013,1,57,3,5,,,,
3282,17000013,2,57,4,5,,,,
3283,17000013,3,57,6,5,,,,
3284,17000013,4,57,9,5,,,,
3285,17000013,5,57,13,,1,0,0,0
3286,17000013,6,57,18,5,,,,
3287,17000013,7,57,24,5,,,,
3288,17000013,8,57,31,5,,,,
3289,17000013,9,57,39,5,,,,
3290,17000013,10,57,47,,0,1,0,0
3291,17000014,1,57,3,5,,,,
3292,17000014,2,57,4,5,,,,
3293,17000014,3,57,6,5,,,,
3294,17000014,4,57,9,5,,,,
3295,17000014,5,57,13,,1,0,0,0
3296,17000014,6,57,18,5,,,,
3297,17000014,7,57,24,5,,,,
3298,17000014,8,57,31,5,,,,
3299,17000014,9,57,39,5,,,,
3300,17000014,10,57,47,,0,1,0,0
3301,17000015,1,57,3,5,,,,
3302,17000015,2,57,4,5,,,,
3303,17000015,3,57,6,5,,,,
3304,17000015,4,57,9,5,,,,
3305,17000015,5,57,13,,0,0,1,0
3306,17000015,6,57,18,5,,,,
3307,17000015,7,57,24,5,,,,
3308,17000015,8,57,31,5,,,,
3309,17000015,9,57,39,5,,,,
3310,17000015,10,57,47,,0,0,1,0
3311,17000016,1,57,3,5,,,,
3312,17000016,2,57,4,5,,,,
3313,17000016,3,57,6,5,,,,
3314,17000016,4,57,9,5,,,,
3315,17000016,5,57,13,,0,0,1,0
3316,17000016,6,57,18,5,,,,
3317,17000016,7,57,24,5,,,,
3318,17000016,8,57,31,5,,,,
3319,17000016,9,57,39,5,,,,
3320,17000016,10,57,47,,0,0,1,0
3321,17000017,1,57,3,5,,,,
3322,17000017,2,57,4,5,,,,
3323,17000017,3,57,6,5,,,,
3324,17000017,4,57,9,5,,,,
3325,17000017,5,57,13,,1,0,0,0
3326,17000017,6,57,18,5,,,,
3327,17000017,7,57,24,5,,,,
3328,17000017,8,57,31,5,,,,
3329,17000017,9,57,39,5,,,,
3330,17000017,10,57,47,,1,0,0,0
3331,17000018,1,57,3,5,,,,
3332,17000018,2,57,4,5,,,,
3333,17000018,3,57,6,5,,,,
3334,17000018,4,57,9,5,,,,
3335,17000018,5,57,13,,1,0,0,0
3336,17000018,6,57,18,5,,,,
3337,17000018,7,57,24,5,,,,
3338,17000018,8,57,31,5,,,,
3339,17000018,9,57,39,5,,,,
3340,17000018,10,57,47,,0,1,0,0
3341,17000019,1,57,3,5,,,,
3342,17000019,2,57,4,5,,,,
3343,17000019,3,57,6,5,,,,
3344,17000019,4,57,9,5,,,,
3345,17000019,5,57,13,,1,0,0,0
3346,17000019,6,57,18,5,,,,
3347,17000019,7,57,24,5,,,,
3348,17000019,8,57,31,5,,,,
3349,17000019,9,57,39,5,,,,
3350,17000019,10,57,47,,0,1,0,0
3351,17000020,1,57,3,5,,,,
3352,17000020,2,57,4,5,,,,
3353,17000020,3,57,6,5,,,,
3354,17000020,4,57,9,5,,,,
3355,17000020,5,57,13,,1,0,0,0
3356,17000020,6,57,18,5,,,,
3357,17000020,7,57,24,5,,,,
3358,17000020,8,57,31,5,,,,
3359,17000020,9,57,39,5,,,,
3360,17000020,10,57,47,,0,1,0,0
3361,17000021,1,57,3,5,,,,
3362,17000021,2,57,4,5,,,,
3363,17000021,3,57,6,5,,,,
3364,17000021,4,57,9,5,,,,
3365,17000021,5,57,13,,0,1,0,0
3366,17000021,6,57,18,5,,,,
3367,17000021,7,57,24,5,,,,
3368,17000021,8,57,31,5,,,,
3369,17000021,9,57,39,5,,,,
3370,17000021,10,57,47,,0,1,0,0
3371,17000022,1,57,3,5,,,,
3372,17000022,2,57,4,5,,,,
3373,17000022,3,57,6,5,,,,
3374,17000022,4,57,9,5,,,,
3375,17000022,5,57,13,,1,0,0,0
3376,17000022,6,57,18,5,,,,
3377,17000022,7,57,24,5,,,,
3378,17000022,8,57,31,5,,,,
3379,17000022,9,57,39,5,,,,
3380,17000022,10,57,47,,1,0,0,0
3381,17000023,1,57,3,5,,,,
3382,17000023,2,57,4,5,,,,
3383,17000023,3,57,6,5,,,,
3384,17000023,4,57,9,5,,,,
3385,17000023,5,57,13,,0,0,1,0
3386,17000023,6,57,18,5,,,,
3387,17000023,7,57,24,5,,,,
3388,17000023,8,57,31,5,,,,
3389,17000023,9,57,39,5,,,,
3390,17000023,10,57,47,,0,0,1,0
3391,17000024,1,57,3,5,,,,
3392,17000024,2,57,4,5,,,,
3393,17000024,3,57,6,5,,,,
3394,17000024,4,57,9,5,,,,
3395,17000024,5,57,13,,1,0,0,0
3396,17000024,6,57,18,5,,,,
3397,17000024,7,57,24,5,,,,
3398,17000024,8,57,31,5,,,,
3399,17000024,9,57,39,5,,,,
3400,17000024,10,57,47,,0,1,0,0
3401,17000025,1,57,3,5,,,,
3402,17000025,2,57,4,5,,,,
3403,17000025,3,57,6,5,,,,
3404,17000025,4,57,9,5,,,,
3405,17000025,5,57,13,,0,0,1,0
3406,17000025,6,57,18,5,,,,
3407,17000025,7,57,24,5,,,,
3408,17000025,8,57,31,5,,,,
3409,17000025,9,57,39,5,,,,
3410,17000025,10,57,47,,0,0,1,0
3411,17000026,1,57,3,5,,,,
3412,17000026,2,57,4,5,,,,
3413,17000026,3,57,6,5,,,,
3414,17000026,4,57,9,5,,,,
3415,17000026,5,57,13,,1,0,0,0
3416,17000026,6,57,18,5,,,,
3417,17000026,7,57,24,5,,,,
3418,17000026,8,57,31,5,,,,
3419,17000026,9,57,39,5,,,,
3420,17000026,10,57,47,,0,1,0,0
3421,17000027,1,57,3,5,,,,
3422,17000027,2,57,4,5,,,,
3423,17000027,3,57,6,5,,,,
3424,17000027,4,57,9,5,,,,
3425,17000027,5,57,13,,1,0,0,0
3426,17000027,6,57,18,5,,,,
3427,17000027,7,57,24,5,,,,
3428,17000027,8,57,31,5,,,,
3429,17000027,9,57,39,5,,,,
3430,17000027,10,57,47,,0,1,0,0
3431,17000028,1,57,3,5,,,,
3432,17000028,2,57,4,5,,,,
3433,17000028,3,57,6,5,,,,
3434,17000028,4,57,9,5,,,,
3435,17000028,5,57,13,,1,0,0,0
3436,17000028,6,57,18,5,,,,
3437,17000028,7,57,24,5,,,,
3438,17000028,8,57,31,5,,,,
3439,17000028,9,57,39,5,,,,
3440,17000028,10,57,47,,0,1,0,0
3441,17000029,1,57,3,5,,,,
3442,17000029,2,57,4,5,,,,
3443,17000029,3,57,6,5,,,,
3444,17000029,4,57,9,5,,,,
3445,17000029,5,57,13,,0,0,1,0
3446,17000029,6,57,18,5,,,,
3447,17000029,7,57,24,5,,,,
3448,17000029,8,57,31,5,,,,
3449,17000029,9,57,39,5,,,,
3450,17000029,10,57,47,,0,0,1,0
3451,17000030,1,57,3,5,,,,
3452,17000030,2,57,4,5,,,,
3453,17000030,3,57,6,5,,,,
3454,17000030,4,57,9,5,,,,
3455,17000030,5,57,13,,0,0,1,0
3456,17000030,6,57,18,5,,,,
3457,17000030,7,57,24,5,,,,
3458,17000030,8,57,31,5,,,,
3459,17000030,9,57,39,5,,,,
3460,17000030,10,57,47,,0,0,1,0
3461,17000031,1,57,3,5,,,,
3462,17000031,2,57,4,5,,,,
3463,17000031,3,57,6,5,,,,
3464,17000031,4,57,9,5,,,,
3465,17000031,5,57,13,,0,0,1,0
3466,17000031,6,57,18,5,,,,
3467,17000031,7,57,24,5,,,,
3468,17000031,8,57,31,5,,,,
3469,17000031,9,57,39,5,,,,
3470,17000031,10,57,47,,0,0,1,0
3471,17000032,1,57,3,5,,,,
3472,17000032,2,57,4,5,,,,
3473,17000032,3,57,6,5,,,,
3474,17000032,4,57,9,5,,,,
3475,17000032,5,57,13,,0,0,1,0
3476,17000032,6,57,18,5,,,,
3477,17000032,7,57,24,5,,,,
3478,17000032,8,57,31,5,,,,
3479,17000032,9,57,39,5,,,,
3480,17000032,10,57,47,,0,0,1,0
3481,17000033,1,57,3,5,,,,
3482,17000033,2,57,4,5,,,,
3483,17000033,3,57,6,5,,,,
3484,17000033,4,57,9,5,,,,
3485,17000033,5,57,13,,0,0,1,0
3486,17000033,6,57,18,5,,,,
3487,17000033,7,57,24,5,,,,
3488,17000033,8,57,31,5,,,,
3489,17000033,9,57,39,5,,,,
3490,17000033,10,57,47,,0,0,1,0
3491,17000034,1,57,3,5,,,,
3492,17000034,2,57,4,5,,,,
3493,17000034,3,57,6,5,,,,
3494,17000034,4,57,9,5,,,,
3495,17000034,5,57,13,,1,0,0,0
3496,17000034,6,57,18,5,,,,
3497,17000034,7,57,24,5,,,,
3498,17000034,8,57,31,5,,,,
3499,17000034,9,57,39,5,,,,
3500,17000034,10,57,47,,1,0,0,0
3501,17000035,1,57,3,5,,,,
3502,17000035,2,57,4,5,,,,
3503,17000035,3,57,6,5,,,,
3504,17000035,4,57,9,5,,,,
3505,17000035,5,57,13,,1,0,0,0
3506,17000035,6,57,18,5,,,,
3507,17000035,7,57,24,5,,,,
3508,17000035,8,57,31,5,,,,
3509,17000035,9,57,39,5,,,,
3510,17000035,10,57,47,,0,1,0,0
3511,17000036,1,57,3,5,,,,
3512,17000036,2,57,4,5,,,,
3513,17000036,3,57,6,5,,,,
3514,17000036,4,57,9,5,,,,
3515,17000036,5,57,13,,0,0,1,0
3516,17000036,6,57,18,5,,,,
3517,17000036,7,57,24,5,,,,
3518,17000036,8,57,31,5,,,,
3519,17000036,9,57,39,5,,,,
3520,17000036,10,57,47,,0,0,1,0
3521,17000037,1,57,3,5,,,,
3522,17000037,2,57,4,5,,,,
3523,17000037,3,57,6,5,,,,
3524,17000037,4,57,9,5,,,,
3525,17000037,5,57,13,,0,0,1,0
3526,17000037,6,57,18,5,,,,
3527,17000037,7,57,24,5,,,,
3528,17000037,8,57,31,5,,,,
3529,17000037,9,57,39,5,,,,
3530,17000037,10,57,47,,0,0,1,0
3531,17000038,1,57,3,5,,,,
3532,17000038,2,57,4,5,,,,
3533,17000038,3,57,6,5,,,,
3534,17000038,4,57,9,5,,,,
3535,17000038,5,57,13,,1,0,0,0
3536,17000038,6,57,18,5,,,,
3537,17000038,7,57,24,5,,,,
3538,17000038,8,57,31,5,,,,
3539,17000038,9,57,39,5,,,,
3540,17000038,10,57,47,,0,1,0,0
3541,18000001,1,57,3,5,,,,
3542,18000001,2,57,4,5,,,,
3543,18000001,3,57,6,5,,,,
3544,18000001,4,57,9,5,,,,
3545,18000001,5,57,13,,0,0,0,1
3546,18000001,6,57,18,5,,,,
3547,18000001,7,57,24,5,,,,
3548,18000001,8,57,31,5,,,,
3549,18000001,9,57,39,5,,,,
3550,18000001,10,57,47,,0,0,2,0
3551,18000002,1,57,3,5,,,,
3552,18000002,2,57,4,5,,,,
3553,18000002,3,57,6,5,,,,
3554,18000002,4,57,9,5,,,,
3555,18000002,5,57,13,,0,0,0,1
3556,18000002,6,57,18,5,,,,
3557,18000002,7,57,24,5,,,,
3558,18000002,8,57,31,5,,,,
3559,18000002,9,57,39,5,,,,
3560,18000002,10,57,47,,1,1,0,0
3561,18000003,1,57,3,5,,,,
3562,18000003,2,57,4,5,,,,
3563,18000003,3,57,6,5,,,,
3564,18000003,4,57,9,5,,,,
3565,18000003,5,57,13,,0,0,0,1
3566,18000003,6,57,18,5,,,,
3567,18000003,7,57,24,5,,,,
3568,18000003,8,57,31,5,,,,
3569,18000003,9,57,39,5,,,,
3570,18000003,10,57,47,,0,2,0,0
3571,18000004,1,57,3,5,,,,
3572,18000004,2,57,4,5,,,,
3573,18000004,3,57,6,5,,,,
3574,18000004,4,57,9,5,,,,
3575,18000004,5,57,13,,0,0,0,1
3576,18000004,6,57,18,5,,,,
3577,18000004,7,57,24,5,,,,
3578,18000004,8,57,31,5,,,,
3579,18000004,9,57,39,5,,,,
3580,18000004,10,57,47,,0,2,0,0
3581,18000005,1,57,3,5,,,,
3582,18000005,2,57,4,5,,,,
3583,18000005,3,57,6,5,,,,
3584,18000005,4,57,9,5,,,,
3585,18000005,5,57,13,,0,0,0,1
3586,18000005,6,57,18,5,,,,
3587,18000005,7,57,24,5,,,,
3588,18000005,8,57,31,5,,,,
3589,18000005,9,57,39,5,,,,
3590,18000005,10,57,47,,0,0,2,0
3591,18000006,1,57,3,5,,,,
3592,18000006,2,57,4,5,,,,
3593,18000006,3,57,6,5,,,,
3594,18000006,4,57,9,5,,,,
3595,18000006,5,57,13,,0,0,0,1
3596,18000006,6,57,18,5,,,,
3597,18000006,7,57,24,5,,,,
3598,18000006,8,57,31,5,,,,
3599,18000006,9,57,39,5,,,,
