ID,技能名,描述,战斗回合高于X时,战斗回合低于X时,己方战力高于X%时,己方战力低于X%时,敌方战力高于X%时,敌方战力低于X%时,上回合是否击中（1击中2未命中3敌方命中4敌方未命中）,敌我血量高低判断（1.我方高于敌方2.我方低于敌方3我方等于敌方）,Y发动概率,次数限制,技能效果,Z参数,参数2,命中生效,己方四维变化,敌方四维变化,修改回合数,虚弱,无法闪避,无视防御,封印技能效果,封印回合,封印x概率以上,封印x概率以下,动画id,增加四维先攻,增加四维防御,增加四维闪避,增加四维王者
1200010,恐吓,15%概率造成120%的伤害。,,,,,,,,,15,15,3,120,,,,,,,,,,,,,142,0,0,0,0
1200011,刺杀,4%概率造成200%的伤害,,,,,,,,,4,1,3,200,,,,,,,,,,,,,168,0,0,0,0
1200012,野蛮冲撞,8%概率造成150%的伤害,,,,,,,,,8,15,3,150,,,,,,,,,,,,,142,0,0,0,0
1200013,冷酷执行,3%概率造成300%的伤害。,,,,,,,,,3,1,3,300,,,,,,,,,,,,,8,0,0,0,0
1200014,魔化撕咬,20%概率造成120%的伤害。,,,,,,,,,20,15,3,120,,,,,,,,,,,,,156,0,0,0,0
1200015,魔化猛击,8%概率造成150%的伤害。,,,,,,,,,8,15,3,150,,,,,,,,,,,,,154,0,0,0,0
1200016,元素火焰,6%概率造成200%的伤害,,,,,,,,,6,1,3,200,,,,,,,,,,,,,110,0,0,0,0
1200017,炎热之火,30%概率造成120%的伤害。,,,,,,,,,30,15,3,120,,,,,,,,,,,,,148,0,0,0,0
1200018,坚冰碎屑,15%概率造成133%的伤害。,,,,,,,,,15,15,3,133,,,,,,,,,,,,,153,0,0,0,0
1200019,大叔暴走,4%概率造成200%的伤害,,,,,,,,,4,15,3,200,,,,,,,,,,,,,142,0,0,0,0
1200020,插鼻过肩摔,8%概率造成200%的伤害,,,,,,,,,8,15,3,200,,,,,,,,,,,,,142,0,0,0,0
1200021,葱硬化插击,2%概率造成300%的伤害,,,,,,,,,2,15,3,300,,,,,,,,,,,,,7,0,0,0,0
1200022,燕返（弃用）,13%概率造成150%的伤害,,,,,,,,,13,15,3,150,,,,,,,,,,,,,165,0,0,0,0
1200023,烈风手里剑,8%概率造成200%的伤害,,,,,,,,,8,15,3,200,,,,,,,,,,,,,142,0,0,0,0
1200024,原始火焰,6%概率造成180%的伤害,,,,,,,,,6,15,3,180,,,,,,,,,,,,,171,0,0,0,0
1200025,裂头击,9%概率造成200%的伤害,,,,,,,,,9,1,3,200,,,,,,,,,,,,,142,0,0,0,0
1200026,黑刃,4%概率造成300%的伤害,,,,,,,,,4,15,3,300,,,,,,,,,,,,,12,0,0,0,0
1200027,雷神之锥（弃用）,20%概率造成150%的伤害,,,,,,,,,20,15,3,150,,,,,,,,,,,,,169,0,0,0,0
1200028,半月斩（弃用）,19%概率造成155%的伤害,,,,,,,,,19,15,3,155,,,,,,,,,,,,,150,0,0,0,0
1200029,大神无双（弃用）,30%概率造成160%的伤害,,,,,,,,,30,1,3,160,,,,,,,,,,,,,153,0,0,0,0
1200030,帝国之握,5%概率造成320%的伤害,,,,,,,,,5,1,3,320,,,,,,,,,,,,,42,0,0,0,0
1200031,王选之刃（弃用）,10%概率造成250%的伤害。,,,,,,,,,10,2,3,250,,,,,,,,,,,,,41,0,0,0,0
1200032,裂地猛击,25%概率造成150%的伤害。,,,,,,,,,25,15,3,150,,,,,,,,,,,,,27,0,0,0,0
1200033,灭世一刀斩,6%概率造成300%的伤害。,,,,,,,,,6,15,3,300,,,,,,,,,,,,,43,0,0,0,0
1200034,黏黏,怪物技能,,,,,,,,,50,15,3,115,,,,,,,,,,,,,142,0,0,0,0
1200035,碾碎,20%概率造成140%的伤害。,,,,,,,,,20,15,3,140,,,,,,,,,,,,,142,0,0,0,0
1200036,邪恶撕裂,怪物技能,,,,,,,,,20,15,3,140,,,,,,,,,,,,,156,0,0,0,0
1200037,爆裂火焰,怪物技能,,,,,,,,,50,1,3,160,,,,,,,,,,,,,150,0,0,0,0
1200038,俯冲,怪物技能,,,,,,,,,50,1,3,180,,,,,,,,,,,,,142,0,0,0,0
1200039,猛锥,怪物技能,,,,,,,,,20,15,3,140,,,,,,,,,,,,,142,0,0,0,0
1200040,以太打击,怪物技能,,,,,,,,,50,15,3,130,,,,,,,,,,,,,171,0,0,0,0
1200041,天使一闪,4%概率造成300%的伤害。,,,,,,,,,4,15,3,300,,,,,,,,,,,,,4,0,0,0,0
1200042,飞龙升天破,己方战力低于50%时，26%概率造成150%的伤害。,,,,50,,,,,26,15,3,150,,,,,,,,,,,,,136,0,0,0,0
1200043,爆破点穴,41%概率造成120%的伤害。,,,,,,,,,41,15,3,120,,,,,,,,,,,,,171,0,0,0,0
1200044,熔岩爆裂,8%概率造成205%的伤害。,,,,,,,,,8,15,3,205,,,,,,,,,,,,,193,0,0,0,0
1200045,无差别格斗,29%概率造成122%的伤害。,,,,,,,,,29,15,3,122,,,,,,,,,,,,,142,0,0,0,0
1200046,念动力推击,19%概率造成155%的伤害。,,,,,,,,,19,15,3,155,,,,,,,,,,,,,148,0,0,0,0
1200047,深呼吸,12%概率造成220%的伤害。,,,,,,,,,12,15,3,220,,,,,,,,,,,,,194,0,0,0,0
1200048,必杀狙击手,1%概率造成330%的伤害。,,,,,,,,,1,15,3,330,,,,,,,,,,,,,10,0,0,0,0
1200049,神之重击,7%概率造成280%的伤害。,,,,,,,,,7,15,3,280,,,,,,,,,,,,,165,0,0,0,0
1200050,真·大神无双,35%概率造成175%的伤害。王者等级提高10。,,,,,,,,,35,15,3,175,,,,,,,,,,,,,57,0,0,0,0
1200051,神武血刃斩,15%概率造成230%的伤害,,,,,,,,,15,15,3,230,,,,,,,,,,,,,123,0,0,0,0
1200052,业火机神,己方战力低于50%时，1%概率造成350%的伤害,,,,50,,,,,1,1,3,350,,,,,,,,,,,,,18,0,0,0,0
1200053,破胆怒啸（弃用）,敌方战力低于65%时，3%概率造成320%的伤害,,,,,,65,,,3,15,3,320,,,,,,,,,,,,,11,0,0,0,0
1200054,虎手龙卷,6%概率造成320%的伤害,,,,,,,,,6,15,3,320,,,,,,,,,,,,,64,0,0,0,0
1200055,拂晓神剑（弃用）,3%概率造成300%的伤害闪避等级提高8。,,,,,,,,,3,15,3,300,,,,,,,,,,,,,65,0,0,0,0
1200056,怒马践踏（弃用）,10%概率造成200%的伤害,,,,,,,,,10,15,3,200,,,,,,,,,,,,,121,0,0,0,0
1200057,末日龙炎,4%概率造成350%的伤害。,,,,,,,,,4,1,3,350,,,,,,,,,,,,,66,0,0,0,0
1200058,魂之万事屋,合体技,,,,2,,,,,80,15,3,1000,,,,,,,1,,,,,,67,0,0,0,0
1200059,超重,怪物技能,,,,,,,,,40,15,3,220,,,,,,,,,,,,,129,0,0,0,0
1200060,亚空间爆裂,怪物技能,,,,50,,,,,50,15,3,300,,,,,,,,,,,,,137,0,0,0,0
1200061,隔空取物,6%概率造成150%的伤害,,,,,,,,,6,15,3,150,,,,,,,,,,,,,142,0,0,0,0
1200062,打你咋地,10%概率造成210%的伤害,,,,,,,,,10,15,3,210,,,,,,,,,,,,,16,0,0,0,0
1200063,透骨凝视,怪物技能,,,,,,,,,30,15,3,450,,,,,,,,,,,,,156,0,0,0,0
1200064,无限剑制,9%概率造成225%的伤害,,,,,,,,,9,15,3,225,,,,,,,,,,,,,87,0,0,0,0
1200065,无敌救兵,8%概率造成250%的伤害,,,,,,,,,8,15,3,250,,,,,,,,,,,,,23,0,0,0,0
1200066,化身亿万（弃用）,1%概率造成340%的伤害王者等级增加3,,,,,,,,,1,15,3,340,,,,,,,,,,,,,91,0,0,0,0
1200067,死神镰刀,6%概率造成200%的伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,6,15,3,200,,1,,,,1,,,,,,,99,0,0,0,0
1200068,萌射长弓,6%概率造成140%的伤害，该攻击无视敌方防御等级。,,,,,,,,,6,15,3,140,,,,,,,,1,,,,,136,0,0,0,0
1200069,较强的攻击,20%概率造成101%的伤害……（拥有奇怪的未知特效）,,,,,,,,,20,15,3,101,,1,,,,,,,,1,,4,156,0,0,0,0
1200070,那么问题来了,8%概率造成200%的伤害，该攻击无法闪避。,,,,,,,,,8,15,3,200,,,,,,,1,,,,,,126,0,0,0,0
1200071,做人要低调,7%概率造成140%的伤害但偶尔会发动一次该无法闪避的攻击，造成330%的伤害。,,,,,,,,,7,15,3,140,,,,,,,,,,,,,142,0,0,0,0
1200072,真的教做人,,,,,,,,,,1,15,3,330,,,,,,,1,,,,,,190,0,0,0,0
1200073,打麻将,20%概率造成40%的伤害，此攻击击中敌人时，敌人发动概率低于6%的技能被封印3回合。,,,,,,,,,20,1,3,40,,1,,,,,,,,6,,3,142,0,0,0,0
1200074,窒息之烬,怪物技能,,,,,,,,,100,1,3,150,,1,,,,,,,,4,8,,135,0,0,0,0
1200075,命运劫持,,,,,,,,,,45,1,3,80,,1,,,,,1,1,,10,,5,111,0,0,0,0
1200076,斯巴达刃斩,斯巴达的攻击足以穿透敌人的护甲！6%概率造成105%的伤害，该攻击无视敌方防御等级。若上回合未击中敌人，则有额外4%的概率造成160%的伤害，该攻击无视敌方防御等级。,,,,,,,,,6,15,3,105,,,,,,,,1,,,,,107,0,0,0,0
1200077,斯巴达刃斩X,,2,,,,,,2,,4,15,3,160,,,,,,,,1,,,,,142,0,0,0,0
1200078,斯巴达强击,斯巴达的攻击足以穿透敌人的护甲！若上回合未击中敌人，12%的概率造成210%的伤害。该攻击无视敌方防御等级。,2,,,,,,2,,12,15,3,210,,,,,,,,1,,,,,135,0,0,0,0
1200079,咩影冲刺,6%概率造成230%的伤害闪避等级增加2,,,,,,,,,6,15,3,230,,,,,,,,,,,,,135,0,0,0,0
1200080,蛇之血契,若上一回合未被敌方击中，15%概率造成280%伤害，该攻击无法闪避。场上每有一个其他的堕格斗家，王者等级提高2，至多提高7,2,,,,,,4,,15,15,3,280,,,,,,,1,,,,,,126,0,0,0,0
1200081,百式·鬼烧,9%概率造成220%的伤害,,,,,,,,,9,15,3,220,,,,,,,,,,,,,150,0,0,0,0
1200082,大蛇薙,6%概率造成320%的伤害，己方战力低于30%时，3%概率发动真大蛇薙，造成640%伤害且该攻击无法闪避.防御等级增加6,,,,,,,,,6,15,3,320,,,,,,,,,,,,,192,0,0,0,0
1200083,真大蛇薙,,,,,30,,,,,3,15,3,640,,,,,,,1,,,,,,137,0,0,0,0
1200084,钻石冰刃,10%概率造成120%的伤害，此攻击击中敌人时，敌人发动概率低于5%的技能被封印1回合。,,,,,,,,,10,15,3,120,,1,,,,,,,,1,,5,131,0,0,0,0
1200085,巨石暴风雨1,100%概率造成100%的伤害，此攻击击中敌人时，敌人发动概率低于5%的技能被封印10回合。,,,,,,,,,100,1,3,100,,1,,,,,,,,10,,5,192,0,0,0,0
1200086,巨石暴风雨2,若上回合未击中敌人，100%概率造成150%的伤害，此攻击击中敌人时，敌人发动概率低于5%的技能被封印10回合。,2,,,,,,2,,100,99,3,150,,1,,,,,,,,10,,5,192,0,0,0,0
1200087,巨龙剥夺,怪物技能,2,,,,,,3,,60,20,3,100,,1,,,,1,,,,,,,156,0,0,0,0
1200088,怒火激将,5%概率造成400%的伤害,,,,,,,,,5,1,3,400,,,,,,,,,,,,,75,0,0,0,0
1200089,大乱舞,合体技,,,,,,,,,15,1,3,200,,,,,,,,,,,,,186,0,0,0,0
1200090,大安宅船,2%概率造成300%的伤害。,,,,,,,,,2,1,3,300,,,,,,,,,,,,,10,0,0,0,0
1200091,盾墙1,8%概率造成30%的伤害。该攻击无视闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,8,1,3,30,,1,,,,1,1,,,,,,142,0,0,0,0
1200092,盾墙2,8%概率造成45%的伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,8,1,3,45,,1,,,,1,,,,,,,142,0,0,0,0
1200093,石化凝视1,100%概率造成100%的伤害。此攻击击中敌人时，敌人发动概率低于16%的技能被封印99回合。,,,,,,,,,100,1,3,100,,1,,,,,,,,99,,16,168,0,0,0,0
1200094,石化凝视2,若上回合未击中敌人，100%概率造成130%的伤害。此攻击击中敌人时，敌人发动概率低于16%的技能被封印99回合。,2,,,,,,2,,100,99,3,130,,1,,,,,,,,99,,16,168,0,0,0,0
1200095,稳固阵列,怪物技能,,,,,,,,,80,10,3,200,,,,,,,1,,,,,,150,0,0,0,0
1200096,刀斧阵,怪物技能,,,,,,,,,80,10,3,320,,,,,,,1,,,,,,10,0,0,0,0
1200097,姐妹一心,1%概率造成200%的伤害，该攻击无视敌方防御等级。,,,,,,,,,1,15,3,200,,,,,,,,1,,,,,192,0,0,0,0
1200098,罗伯茨船规,战斗回合低于10时，5%概率造成50%的伤害，该攻击无法闪避，此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,10,,,,,,,5,1,3,50,,1,,,,1,1,,,,,,192,0,0,0,0
1200099,八稚女,5%概率造成150%的伤害，该攻击无视敌方防御等级。己方战力低于20%，8%概率发动八酒杯，造成50%的伤害，该攻击无视闪避，八酒杯击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,5,15,3,150,,,,,,,,1,,,,,131,0,0,0,0
1200100,八酒杯,,,,,20,,,,,8,2,3,50,,1,,,,1,1,,,,,,131,0,0,0,0
1200101,爆头,若上一回合未被敌方击中，6%概率造成260%的伤害。,1,,,,,,4,,6,15,3,260,,,,,,,,,,,,,131,0,0,0,0
1200102,爆炸,若上一回合被敌方击中，6%概率造成260%的伤害。,1,,,,,,3,,6,15,3,260,,,,,,,,,,,,,131,0,0,0,0
1200103,GG,6%概率造成400%的伤害。此攻击击中敌人时，敌人发动概率低于10%的技能被封印2回合。,,,,,,,,,6,1,3,400,,1,,,,,,,,2,,10,99,0,0,0,0
1200104,狂热,8%概率造成330%的伤害。王者等级提高2。,,,,,,,,,8,15,3,330,,,,,,,,,,,,,186,0,0,0,0
1200105,认真的我,6%概率造成300%的伤害，该攻击无法闪避，此攻击击中敌人时，敌人发动概率低于15%的技能被封印2回合。,,,,,,,,,6,4,3,300,,1,,,,,1,,,2,,15,75,0,0,0,0
1200106,无力,战斗回合低于4回时，15%概率造成暴击，暴击时造成170%的伤害且对方无法闪避。战斗回合高于3回时，15%概率造成103%的伤害。,3,,,,,,,,15,15,3,103,,,,,,,,,,,,,10,0,0,0,0
1200107,皮鲁埃特剑术,战斗回合低于6回时，10%概率造成400%的伤害,,6,,,,,,,10,15,3,400,,,,,,,,,,,,,142,0,0,0,0
1200108,黑之牙,己方战力高于50%时，8%概率发动，造成160%的伤害，无法闪避，增加5回合，己方战力低于50%时，8%概率发动，造成己方已损失战力120%的伤害，无法闪避，王者等级提高5，增加5回合。,,,50,,,,,,8,15,3,160,,1,,,5,,1,,,,,,142,0,0,0,0
1200109,神枪手,10%概率造成250%的伤害，该攻击无法闪避，回合数减5。先攻等级提高7。,,,,,,,,,10,15,3,250,,1,,,-5,,1,,,,,,75,0,0,0,0
1200110,极限重量扩张,战斗回合低于5回合时，10%概率造成180%的伤害，该技能无视防御。王者等级提高7点。,,5,,,,,,,10,15,3,180,,,,,,,,1,,,,,75,0,0,0,0
1200111,家传拳脚功夫,10%概率造成200%的伤害，该攻击无视防御，回合数减5。攻击后吸收本次伤害80%的战力。王者等级提高4。,,,,,,,,,10,15,3,200,,1,,,-5,,,1,,,,,75,0,0,0,0
1200112,德国战车,5%概率造成150%的伤害，该攻击无视敌方防御等级。,,,,,,,,,5,15,3,150,,,,,,,,1,,,,,192,0,0,0,0
1200113,中场控制,8%概率造成50%的伤害，该攻击无视敌方防御等级。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,8,3,3,50,,1,,,,1,,1,,,,,131,0,0,0,0
1200114,义气当先,2%概率造成400%的伤害。,,,,,,,,,2,15,3,400,,,,,,,,,,,,,10,0,0,0,0
1200115,鹰翼挥击,70%概率造成300%伤害，限制99次,,,,,,,,,70,99,3,500,,,,,,,,,,,,,142,0,0,0,0
1200116,致命音波,30%概率造成100%伤害，限制99次，无法闪避,,,,,,,,,30,99,3,400,,,,,,,1,,,,,,186,0,0,0,0
1200117,老树拔根,60%概率造成100%纯粹伤害,,,,,,,,,60,99,3,50,,,,,,,1,1,,,,,131,0,0,0,0
1200118,女王凝视,回合数小于5，100%概率，造成40%伤害，封印9%概率以下技能，持续99回合，虚弱对方,,5,,,,,,,100,10,3,40,,1,,,,1,,,,99,,9,168,0,0,0,0
1200119,复仇之箭,回合数小于7,,7,,70,,,,,100,3,3,999,,,,,,,1,1,,,,,75,0,0,0,0
1200120,黑暗之潮,30%概率造成100%伤害，限制99次，无法闪避,,,,,,,,,30,99,3,400,,,,,,,1,,,,,,186,0,0,0,0
1200121,改造之力,2%概率造成300%的伤害,,,,,,,,,2,99,3,300,,,,,,,,,,,,,131,0,0,0,0
1200122,垂死挣扎,上回合敌方未命中，15%概率造成100%的伤害，无视防御，可以闪避。,,,,,,,4,,15,10,3,100,,,,,,,,1,,,,,131,0,0,0,0
1200123,裂地猛击·改,25%概率造成160%的伤害。,,,,,,,,,25,15,3,160,,,,,,,,,,,,,27,0,0,0,0
1200124,真·裂地猛击,30%概率造成180%的伤害。,,,,,,,,,30,15,3,180,,,,,,,,,,,,,27,0,0,0,0
1200125,极·裂地猛击,35%概率造成200%的伤害。,,,,,,,,,35,15,3,200,,,,,,,,,,,,,27,0,0,0,0
1200126,灭世一刀斩·改,6%概率造成300%的伤害，该攻击无法闪避，先攻等级提高1，王者等级提高1。,,,,,,,,,6,15,3,300,,,,,,,1,,,,,,43,1,0,0,1
1200127,真·灭世一刀斩,6%概率造成300%的伤害，该攻击无法闪避，先攻等级提高2，王者等级提高2。,,,,,,,,,6,15,3,300,,,,,,,1,,,,,,43,2,0,0,2
1200128,极·灭世一刀斩（弃用）,6%概率造成暴击，暴击时造成300%的伤害且对方无法闪避，先攻等级提高4，王者等级提高3。,,,,,,,,,6,15,2,300,,,,,,,1,,,,,,43,4,0,0,3
1200129,无限圣光,5%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。(只发动1次),,,,,,,,,5,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
1200130,无限圣光·改,10%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。(只发动1次),,,,,,,,,10,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
1200131,真·无限圣光,15%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。(只发动1次),,,,,,,,,15,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
1200132,极·无限圣光,20%概率发动，该攻击无法闪避，此攻击命中敌人时，敌人的下一次攻击只能造成1点伤害，且敌人技能被封印1回合。(只发动1次),,,,,,,,,20,1,3,100,,1,,,,1,1,,,1,,101,169,0,0,0,0
1200133,公平交易,4%概率造成200%的伤害，该攻击无视敌方防御等级。命中敌人后敌方闪避等级减低20。,,,,,,,,,4,15,3,200,,1,,0|0|-20|0,,,,1,,,,,131,0,0,0,0
1200134,大外卷,回合数为1，2%概率造成100%无视闪避伤害，命中后敌方防御减50，己方先攻减50，王者减20，敌方下次攻击伤害为1。回合数为2且己方战力低于30%，10%概率600%暴击，回合数大于1，5%概率300%暴击。,,2,,,,,,,2,1,3,100,,1,-50|0|0|-20,0|-50|0|0,,1,1,,,,,,10,0,0,0,0
1300001,五花肉,己方战力低于30%时，6%概率发动，造成己方损失战力40%的伤害。,,,,30,,,,,6,1,4,40,,,,,,,,,,,,,142,0,0,0,0
1300002,怒火爆发,己方战力低于5%时，30%概率发动，造成己方损失战力35%的伤害。,,,,5,,,,,30,15,4,35,,,,,,,,,,,,,171,0,0,0,0
1300003,愤怒鸡群,6%概率发动，造成己方损失战力40%的伤害。,,,,,,,,,6,1,4,40,,,,,,,,,,,,,156,0,0,0,0
1300004,王之终结,战斗回合高于6回时，11%概率发动，造成己方损失战力40%的伤害。,6,,,,,,,,11,1,4,40,,,,,,,,,,,,,175,0,0,0,0
1300005,撒旦之火,己方战力低于30%时，12%概率发动，造成己方损失战力40%的伤害。,,,,30,,,,,12,15,4,40,,,,,,,,,,,,,180,0,0,0,0
1300006,永远的万事屋,己方战力低于40%时，15%概率发动，造成己方损失战力60%的伤害。对方无法闪避,,,,40,,,,,15,15,4,60,,,,,,,1,,,,,,44,0,0,0,0
1300007,血腥沙尘暴,战斗回合高于7回时，18%概率发动，造成己方损失战力45%的伤害。,7,,,,,,,,18,15,4,45,,,,,,,,,,,,,26,0,0,0,0
1300008,黑暗咒术,怪物技能,8,,,,,,,,100,1,4,50,,,,,,,,,,,,,183,0,0,0,0
1300009,无刀取,己方战力低于15%时，60%概率发动，造成己方损失战力60%的伤害。,,,,15,,,,,60,1,4,60,,,,,,,,,,,,,45,0,0,0,0
1300010,猫拳,己方战力低于20%时，40%概率发动，造成己方损失战力50%的伤害。,,,,20,,,,,40,15,4,50,,,,,,,,,,,,,28,0,0,0,0
1300011,不是假发,己方战力低于30%时，15%概率发动，造成己方损失战力55%的伤害。,,,,30,,,,,15,15,4,55,,,,,,,,,,,,,122,0,0,0,0
1300012,真理田园,己方战力低于25%时，20%概率发动，造成己方损失战力60%的伤害，该攻击无法闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害，并且敌人发动概率低于6%的技能被封印1回合。,,,,25,,,,,20,1,4,60,,1,,,,1,1,,,1,,6,60,0,0,0,0
1300013,烈炎降魔铲,己方战力低于25%时，30%概率发动，造成己方损失战力50%的伤害。,,,,25,,,,,30,15,4,50,,,,,,,,,,,,,171,0,0,0,0
1300014,真相只有一个,战斗回合高于5回时，16%概率发动，造成己方损失战力50%的伤害。,5,,,,,,,,16,15,4,50,,,,,,,,,,,,,146,0,0,0,0
1300015,逆转红莲,己方战力低于20%时，25%概率发动，造成己方损失战力45%的伤害。该攻击无视防御。,,,,20,,,,,25,15,4,45,,,,,,,,1,,,,,172,0,0,0,0
1300016,黯然销魂掌,5%概率发动，造成己方损失战力125%的伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,5,15,4,125,,1,,,,1,,,,,,,142,0,0,0,0
1300017,黯然销魂掌,,,,,,,,,,100,15,4,125,,1,,,,1,,,,,,,107,0,0,0,0
1300018,夜兔觉醒,己方战力低于50%时，20%概率发动，造成己方损失战力60%的伤害。,,,,50,,,,,20,15,4,60,,,,,,,,,,,,,107,0,0,0,0
1300019,点鞭炮,己方战力低于99%时，5%概率发动，造成己方损失战力90%的伤害。该技能无法闪避。那么问题来了：我们点的是小鞭炮还是千响鞭炮呢？,,,,99,,,,,5,1,4,90,,,,,,,1,,,,,,60,0,0,0,0
1300020,双刃剑,己方战力低于30%时，5%概率发动，造成己方损失战力40%的伤害。该攻击无法闪避，无视防御。,,,,30,,,,,5,15,4,40,,,,,,,1,1,,,,,28,0,0,0,0
1300021,爆狗,战斗回合高于8回时，10%概率发动，造成己方损失战力60%的伤害。,8,,,,,,,,10,15,4,60,,,,,,,,,,,,,122,0,0,0,0
1300022,黑之牙,己方战力高于50%时，8%概率造成160%伤害，无法闪避，回合数加5，己方战力低于50%时，8%概率造成己方已损失战力120%伤害，无法闪避，回合数加5。王者等级提高5。,,,,50,,,,,8,15,4,120,,1,,,5,,1,,,,,,122,0,0,0,0
1300023,岭上开花,己方战力低于40%时，4%概率发动，造成己方损失战力60%的伤害，该攻击无法闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,40,,,,,4,15,4,60,,1,,,,1,1,,,,,,60,0,0,0,0
1300024,四色战技,己方血量低于20%且敌方血量低于80%时，10%概率造成己方已损失战力30%的伤害，该攻击无视防御，无法闪避，命中后虚弱敌方一回合。,,,,20,80,,,,10,15,4,30,,1,,,,1,1,1,,,,,28,0,0,0,0
1300025,血腥沙尘暴·改,战斗回合高于7回时，20%概率发动，造成己方损失战力45%的伤害，该攻击无法闪避。,7,,,,,,,,20,15,4,45,,,,,,,1,,,,,,26,0,0,0,0
