ID,怪物组名,怪物构成,战斗力,英雄技能,先攻等级,防御等级,闪避等级,王者等级,备注
1000642,伊斯力,19000021,7050000,4000179,,1000,,100,使用复制技能
1000643,两仪shiki,19000044,7100000,4000179,,,1000,100,使用复制技能
1000644,服部半藏,17000006,7200000,4000179,,1000,1000,,使用复制技能
1000645,猴子,19000048,7300000,4000179,,1000,1000,100,使用复制技能
1000646,小乔,17000026|15000001|15000002|15000003|15000004,7300000,1800002|1800002|1800002|1800002|1800002|1200016|1200016|1200016|1200016|1200016|1200016|1200016|1200016|1200016|1200016,,50,40,,
1000647,黄月英,17000027,7400000,1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052|1200052,,,,,
1000648,雷震子,18000046,7600000,2100007|2100007|2100007|2100007|2100007|2100007|2100007|2100007|2100007|2100007,,,,,
1000649,迪卢木多,17000011,7800000,2200004|2200004|2200004|2200004|2200004|2200004|2200004|2200004|2200004|2200004,,,,,
1000650,范海辛,17000005,8000000,1100007|1100007|1100007|1100007|1100007|1100007|1100007|1100007|1100007|1100007,,,,,
1000651,小乔,17000026|15000001|15000002|15000003|15000004,7300000,4000180|4000181,,,20,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000652,黄月英,17000027,7400000,4000180|4000181,,,40,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000653,雷震子,18000046,7600000,4000180|4000181,,,60,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000654,迪卢木多,17000011,7800000,4000180|4000181,,,80,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000655,范海辛,17000005,8000000,4000180|4000181,,,100,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000656,小乔,17000026|15000001|15000002|15000003|15000004,7300000,4000180|4000182,,,120,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1000657,黄月英,17000027,7400000,4000180|4000182,,,140,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1000658,雷震子,18000046,7600000,4000180|4000182,,,160,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1000659,迪卢木多,17000011,7800000,4000180|4000182,,,180,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1000660,范海辛,17000005,8000000,4000180|4000182,,,200,,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1000661,努力的平凡人,11000011,7800000,,,,,,
1000662,认真的小女孩,11000027,7850000,,,,,,
1000663,找制杖的少女,18000062,7900000,,80,,,40,
1000664,托尼托尼,19000091,8000000,2000009|2000009|2000009|2000009|2000009|2000009,,,,,
1000665,草帽小子,19000093,8200000,,,-80,,160,
1000666,努力的平凡人,11000011,10000,4000183|4000184,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量1100%伤害。
1000667,认真的小女孩,11000027,10000,4000183|4000185,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量1200%伤害。
1000668,找制杖的少女,18000062,10000,4000183|4000186,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量1300%伤害。
1000669,托尼托尼,19000091,10000,4000183|4000187,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量1400%伤害。
1000670,草帽小子,19000093,10000,4000183|4000188,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量1500%伤害。
1000671,努力的平凡人,11000011,10000,4000183|4000189,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量1700%伤害。
1000672,认真的小女孩,11000027,10000,4000183|4000190,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量1900%伤害。
1000673,找制杖的少女,18000062,10000,4000183|4000191,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量2000%伤害。
1000674,托尼托尼,19000091,10000,4000183|4000192,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量2200%伤害。
1000675,草帽小子,19000093,10000,4000183|4000193,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量2400%伤害。
1000676,不起眼的青年,11000025,8300000,1600001|1600001,,,,,
1000677,可爱的小男孩,11000009,8350000,1400003|1400003|1400003|1400003|1400003|1400003,,,,,
1000678,坂本龙马,18000021,8450000,2000005|2000005|2000005|2000005|2000005,,,,,
1000679,众神之王宙斯,19000011,8600000,1500007|1500007|1500007|1500007|1500007|1500007|1500007|1500007|1500007|1500007,,,,,
1000680,曹操,19000041,8800000,1600007|1600007|1600007|1600007|1600007|1600007|1600007|1600007|1600007|1600007,,,160,,
1000681,不起眼的青年,11000025,8300000,4000194|4000195,,10,10,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000682,可爱的小男孩,11000009,8350000,4000194|4000195,,20,20,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000683,坂本龙马,18000021,8450000,4000194|4000195,,30,30,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000684,众神之王宙斯,19000011,8600000,4000194|4000195,,40,40,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000685,曹操,19000041,8800000,4000194|4000195,,50,50,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000686,不起眼的青年,11000025,8300000,4000194|4000195,,110,110,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000687,可爱的小男孩,11000009,8350000,4000194|4000195,,120,120,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000688,坂本龙马,18000021,8450000,4000194|4000195,,130,130,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000689,众神之王宙斯,19000011,8600000,4000194|4000195,,140,140,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000690,曹操,19000041,8800000,4000194|4000195,,150,150,,前面10次怪物总战力回复，后面10次怪物当前战力回复
1000691,九鬼嘉隆,17000035,8850000,1200090|1200090|1200090|1200090|1200090|1200090|1200090|1200090|1200090|1200090|1200090|1200090,,,,,
1000692,黑萨姆,17000037,8900000,2100013|2100013|2100013|2100013|2100013|2100013|2100013|2100013|2100013|2100013,,,,,
1000693,巴沙洛缪·罗伯茨,17000038,8950000,1200098|1200098|1200098|1200098|1200098|1200098|1200098|1200098|1200098|1200098,,,,,
1000694,红胡子,19000099,9050000,1700024|1700024|1700024|1700024|1700024|1700024|1700024|1700024|1700024|1700024,,,,,
1000695,安妮·波妮,19000100,9200000,1200097|1200097|1200097|1200097|1200097|1200097|1200097|1200097|1200097|1200097,,,,,
1000696,九鬼嘉隆,17000035,100000000,4000196|4000197|4000206,,,,,如果回合数大于20或者自己血量小于20%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000697,黑萨姆,17000037,100000000,4000198|4000199|4000206,,,,,如果回合数大于18或者自己血量小于25%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000698,巴沙洛缪·罗伯茨,17000038,100000000,4000200|4000201|4000206,,,,,如果回合数大于16或者自己血量小于30%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000699,红胡子,19000099,100000000,4000202|4000203|4000206,,,,,如果回合数大于14或者自己血量小于35%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000700,安妮·波妮,19000100,100000000,4000204|4000205|4000206,,,,,如果回合数大于12或者自己血量小于45%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000701,九鬼嘉隆,17000035,100000000,4000196|4000197|4000206,,,,70,如果回合数大于20或者自己血量小于20%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000702,黑萨姆,17000037,100000000,4000198|4000199|4000206,,,,70,如果回合数大于18或者自己血量小于25%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000703,巴沙洛缪·罗伯茨,17000038,100000000,4000200|4000201|4000206,,,,70,如果回合数大于16或者自己血量小于30%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000704,红胡子,19000099,100000000,4000202|4000203|4000206,,,,70,如果回合数大于14或者自己血量小于35%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000705,安妮·波妮,19000100,100000000,4000204|4000205|4000206,,,,70,如果回合数大于12或者自己血量小于45%放必杀，不满足条件则造成玩家当前战力90%伤害，无视闪避防御
1000706,貂蝉,18000022,9300000,2200010|2200010|2200010|2200010|2200010|2200010|2200010|2200010|2200010|2200010,,,,,
1000707,找制杖的少女,18000062,9350000,,50,,,,
1000708,安妮·波妮,19000100,9400000,1200097|1200097|1200097|1200097|1200097|1200097|1200097|1200097|1200097|1200097,,,,,
1000709,大明李提都,19000101,9500000,2000011|2000011|2000011|2000011|2000011|2000011|2000011|2000011|2000011|2000011,,,,,
1000710,蛇姬,19000103,9650000,,,,,100,
1000711,貂蝉,18000022,100,4000207|4000217|4000227,1000,,,,必中的带虚弱的10%伤害加深10次，回复敌方当前血量100%的血量，接着一直80%的伤害加深
1000712,找制杖的少女,18000062,100,4000208|4000218|4000227,1000,,,,必中的带虚弱的10%伤害加深12次，回复敌方当前血量120%的血量，接着一直80%的伤害加深
1000713,安妮·波妮,19000100,100,4000209|4000219|4000227,1000,,,,必中的带虚弱的10%伤害加深14次，回复敌方当前血量140%的血量，接着一直80%的伤害加深
1000714,大明李提都,19000101,100,4000210|4000220|4000227,1000,,,,必中的带虚弱的10%伤害加深16次，回复敌方当前血量160%的血量，接着一直80%的伤害加深
1000715,蛇姬,19000103,100,4000211|4000221|4000227,1000,,,,必中的带虚弱的10%伤害加深18次，回复敌方当前血量180%的血量，接着一直80%的伤害加深
1000716,貂蝉,18000022,100,4000212|4000222|4000228,1000,,,,必中的带虚弱的10%伤害加深22次，回复敌方当前血量220%的血量，接着一直100%的伤害加深
1000717,找制杖的少女,18000062,100,4000213|4000223|4000228,1000,,,,必中的带虚弱的10%伤害加深24次，回复敌方当前血量240%的血量，接着一直100%的伤害加深
1000718,安妮·波妮,19000100,100,4000214|4000224|4000228,1000,,,,必中的带虚弱的10%伤害加深26次，回复敌方当前血量260%的血量，接着一直100%的伤害加深
1000719,大明李提都,19000101,100,4000215|4000225|4000228,1000,,,,必中的带虚弱的10%伤害加深28次，回复敌方当前血量280%的血量，接着一直100%的伤害加深
1000720,蛇姬,19000103,100,4000216|4000226|4000228,1000,,,,必中的带虚弱的10%伤害加深30次，回复敌方当前血量300%的血量，接着一直100%的伤害加深
1000721,海贼猎人,18000065,9800000,1100062|1100062|1100062|1100062|1100062|1100062|1100062|1100062|1100062|1100062,30,,,,
1000722,黑足,18000068,9850000,,,,,,
1000723,托尼托尼,19000091,9900000,2000009|2000009|2000009|2000009|2000009|2000009,,,,,
1000724,草帽小子,19000093|19000091|18000068|18000065,10000000,,,,,100,
1000725,火拳,19000102,11500000,2200056|2200056|2200056|2200056|2200056|2200056|2200056|2200056|2200056|2200056,,,,40,
1000726,海贼猎人,18000065,9800000,4000229,600,,,,造成玩家总血量99%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000727,黑足,18000068,9850000,4000230,600,,,,造成玩家总血量90%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000728,托尼托尼,19000091,9900000,4000231,600,,,,造成玩家总血量50%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000729,草帽小子,19000093|19000091|18000068|18000065,10000000,4000232,600,,,,造成玩家总血量60%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000730,火拳,19000102,11500000,4000233,600,,,,造成玩家总血量65%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000731,海贼猎人,18000065,9800000,4000229,600,50,,,造成玩家总血量99%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000732,黑足,18000068,9850000,4000230,600,50,,,造成玩家总血量90%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000733,托尼托尼,19000091,9900000,4000231,600,50,,,造成玩家总血量50%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000734,草帽小子,19000093|19000091|18000068|18000065,10000000,4000232,600,50,,,造成玩家总血量60%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000735,火拳,19000102,11500000,4000233,600,50,,,造成玩家总血量65%的伤害同时封印30%以下的技能，此机能无视闪避防御
1000736,魔化市民,14000001|14000002|14000003|14000004|14000005,10700000,,,,,,
1000737,比尔博巴金丝,18000028|13000008|13000007,10800000,,,,,,
1000738,梅林,17000012|11000033|11000034|11000035,10900000,,,,,,
1000739,美杜莎,18000003|15000011|15000012,11100000,,,,,,
1000740,洛基,17000003|15000001|15000003|15000002,11400000,,,,,,
1000741,魔化市民,14000001|14000002|14000003|14000004|14000005,100000,4000234,1000,,,20,造成玩家35000%的纯粹伤害（10.5M）
