ID,事件名,事件描述,事件等级,Mercenary ID,任务类型（1，战斗任务 2，道具任务 3，资源任务 4，纯事件）,怪物组ID,战斗怪物组,需求道具,货币类型,需求数量,失败冷却（单位秒）,奖励组,掉落次数
1000165,战斗事件,#2#看来你打过了俺老孙的吉祥物，你现在可以挑战俺老孙了#1#大圣请手下留情,,19000048,1,1000165,,,1,233,2,100016500,1
1000166,战斗事件,#1#一见钟情是什么感觉？#2#你见过人民币吗？,,17000007,1,1000166,,,1,227,2,100016600,1
1000167,战斗事件,#2#为什么友情变成爱情很正常，爱情变成友情就怪怪的呢？#1#毛巾用久了可以当抹布，抹布用久了你可以拿它当毛巾吗？,,17000010,1,1000167,,,1,227,2,100016700,1
1000168,战斗事件,#1#老天！为什么我数学考试得了0分！我做错了什么！？#2#你做错了所有的题,,17000008,1,1000168,,,1,227,2,100016800,1
1000169,战斗事件,#1#世人眼里的11月11日是光棍节，我却觉得，11月11日是一生一世一辈子只爱一个人#2#那个人就是你自己,,17000009,1,1000169,,,1,227,2,100016900,1
1000170,战斗事件,#1#蜗牛可以睡2年是真的吗？#2#是真的，因为它有自己房子还不用还房贷,,17000017,1,1000170,,,1,227,2,100017000,1
1000171,战斗事件,#2#我是风~~你躲避不了，我对你的伤害是无视防御的~~#1#鬼才信你~~~ohno~~~~,,17000007,1,1000171,,,1,250,2,100017100,1
1000172,战斗事件,#1#你们这一桌麻将人有点多啊~~~~#2#所以我们搞了个圆桌，我们的攻击都很特别，你的防御再高也无效。#1#你个管家还好意思说自己是爵士！,,17000010,1,1000172,,,1,250,2,100017200,1
1000173,战斗事件,#2#我们是骑士家族，你想体验被破防的伤害么？请来我们亚氏企业，包您满意！#1#。。。怎么这么多亚！,,17000008,1,1000173,,,1,250,2,100017300,1
1000174,战斗事件,#1#你们不就是无视防御么，我也会！#2#不是换一两个人就能战胜我的，你还是再死一次吧！,,17000009,1,1000174,,,1,250,2,100017400,1
1000175,战斗事件,#2#我们的企业文化就是”快！狠！准！“，分分钟让你感受到防御无效的痛苦。#1#你们一帮亚有完没完!,,17000017,1,1000175,,,1,250,2,100017500,1
1000176,战斗事件,#2#我是风~~你躲避不了，我对你的伤害是无视防御的~~#1#鬼才信你~~~ohno~~~~,,17000007,1,1000176,,,1,275,2,100017600,1
1000177,战斗事件,#1#你们这一桌麻将人有点多啊~~~~#2#所以我们搞了个圆桌，我们的攻击都很特别，你的防御再高也无效。#1#你个管家还好意思说自己是爵士！,,17000010,1,1000177,,,1,275,2,100017700,1
1000178,战斗事件,#2#我们是骑士家族，你想体验被破防的伤害么？请来我们亚氏企业，包您满意！#1#。。。怎么这么多亚！,,17000008,1,1000178,,,1,275,2,100017800,1
1000179,战斗事件,#1#你们不就是无视防御么，我也会！#2#不是换一两个人就能战胜我的，你还是再死一次吧！,,17000009,1,1000179,,,1,275,2,100017900,1
1000180,战斗事件,#2#我们的企业文化就是”快！狠！准！“，分分钟让你感受到防御无效的痛苦。#1#你们一帮亚有完没完!,,17000017,1,1000180,,,1,275,2,100018000,1
1000181,战斗事件,#2#大师兄，师傅被妖怪捉走了#1#咦，猴哥怎么不见了,,18000040,1,1000181,,,1,236,2,100018100,1
1000182,战斗事件,#2#少年，劝你最好不要同我动手，你知道我徒弟是什么人吗？#1#知道啊，齐天大圣嘛，我不怕他#2#我徒弟是医生！！就算你打了我，我看病也不花钱！,,19000047,1,1000182,,,1,236,2,100018200,1
1000183,战斗事件,#2#曾经有一份真挚的感情摆在我的面前我没有珍惜#2#等我失去的时候才追悔莫及,,18000041,1,1000183,,,1,236,2,100018300,1
1000184,战斗事件,#2#我的意中人是个盖世英雄，有一天他会踩着七色的云彩来娶我#2#我猜中了前头，可是我猜不着这结局,,19000051,1,1000184,,,1,236,2,100018400,1
1000185,战斗事件,#1#我有一个问题不解#2#说#1#您在大闹龙宫时，想咋地就咋地，为啥取西经路上就说自己不识水性了呢？#2#愚蠢。在水下做再多事，和尚看的见吗？领导看不到，做了也白做。,,19000048,1,1000185,,,1,236,2,100018500,1
1000186,战斗事件,#2#想见我师傅，先过了我#1#来吧，自爆技能#2#打中你了就回复#1#我擦咧，这都可以？！你还很能闪呢，作弊啊！,,18000040,1,1000186,,,1,260,2,100018600,1
1000187,战斗事件,#2#少年，劝你最好不要同我动手#1#给我一个理由#2#你不一定打得中我，我还可以回复！,,19000047,1,1000187,,,1,260,2,100018700,1
1000188,战斗事件,#2#曾经有一个强大的技能摆在我的面前我没有珍惜，等我失去的时候才追悔莫及...#1#其实你现在有回血和闪避也挺厉害了......,,18000041,1,1000188,,,1,260,2,100018800,1
1000189,战斗事件,#1#紫霞，你身为一个仙女，怎么能回血那么快？而且我压根打不中你好吗？#2#我的意中人是至尊宝，夫唱妇随嘛。,,19000051,1,1000189,,,1,260,2,100018900,1
1000190,战斗事件,#1#我有一个问题不解#2#说#1#说到底你和前面的人都是一样是回复和闪避吧，为什么要说那么多遍……#2#文案狗还不是怕你们过不去！,,19000048,1,1000190,,,1,260,2,100019000,1
1000191,战斗事件,#2#想见我师傅，先击败我！#1#乖乖受死吧！诶，怎么战力越打越高？#2#战五渣~认输吧！,,18000040,1,1000191,,,1,286,2,100019100,1
1000192,战斗事件,#2#少年，不要和我动手。要知道人之初，性本善。#1#毛线！上梁不正下梁歪，你也是个回复+闪避吧？？,,19000047,1,1000192,,,1,286,2,100019200,1
1000193,战斗事件,#2#曾经有一个强大的技能摆在我的面前我没有珍惜，等我失去的时候才追悔莫及...#1#你自己回复能力这么厉害了，为啥还要闪，无耻…,,18000041,1,1000193,,,1,286,2,100019300,1
1000194,战斗事件,#1#回复和闪避#2#哎呀，你怎么知道的？你知不知道我刚才都不知道怎么跟你说，你真聪明！,,19000051,1,1000194,,,1,286,2,100019400,1
1000195,战斗事件,#1#别说了，我都懂。#2#不行，我还是得说，回复和闪避啊！,,19000048,1,1000195,,,1,286,2,100019500,1
1000196,战斗事件,#1#为什么发明了鞭炮#2#因为最怕空气突然安静,,19000035,1,1000196,,,1,245,2,100019600,1
1000197,战斗事件,#1#为什么你们不发明手机？#2#因为最怕朋友突然的关心,,18000027,1,1000197,,,1,245,2,100019700,1
1000198,战斗事件,#1#人为什么会健忘#2#因为最怕回忆突然翻滚绞痛着不平息,,18000009,1,1000198,,,1,245,2,100019800,1
1000199,战斗事件,#1#为什么会突然想静静？#2#因为想念如果有声音不愿那是悲伤的哭泣,,19000026,1,1000199,,,1,245,2,100019900,1
1000200,战斗事件,#1#为什么手机要定位？#2#因为突然好想你，你会在哪里,,19000022,1,1000200,,,1,245,2,100020000,1
1000201,战斗事件,#2#施主为何愁眉不展？#1#烦恼事多，防不胜防。#2#恩，施主天资聪颖，居然知道防御很重要。那你知道如何破防吗？#1#我造啊，纯粹技能是无视防御的~,,19000035,1,1000201,,,1,270,2,100020100,1
1000202,战斗事件,#2#烈弓~中！#1#好疼，打我那么多血，我打你都不疼。#2#打我不疼就不会想办法吗？,,18000027,1,1000202,,,1,270,2,100020200,1
1000203,战斗事件,#2#青龙偃月刀，刀无虚发。#1#哎，好像这个是说小李飞刀的吧？#2#没有纯粹技能还那么多废话，我打！,,18000009,1,1000203,,,1,270,2,100020300,1
1000204,战斗事件,#1#为什么丈八蛇矛没有蛇？#2#大胆狂徒敢招惹爷爷我，让我好好教训你~#1#疼，为什么你们打我都那么疼！,,19000026,1,1000204,,,1,270,2,100020400,1
1000205,战斗事件,#1#关二哥，你怎么又出现了，该不会是赝品吧？#2#我才是真*关云长，我防御比他高，如果你打不动我就等着吃苦吧。,,19000022,1,1000205,,,1,270,2,100020500,1
1000206,战斗事件,#2#施主为何愁眉不展？#1#烦恼事多，防不胜防。#2#恩，施主天资聪颖，居然知道防御很重要。那你知道如何破防吗？#1#我造啊，纯粹技能是无视防御的~,,19000035,1,1000206,,,1,297,2,100020600,1
1000207,战斗事件,#2#烈弓~中！#1#好疼，打我那么多血，我打你都不疼。#2#打我不疼就不会想办法吗？,,18000027,1,1000207,,,1,297,2,100020700,1
1000208,战斗事件,#2#青龙偃月刀，刀无虚发。#1#哎，好像这个是说小李飞刀的吧？#2#没有纯粹技能还那么多废话，我打！,,18000009,1,1000208,,,1,297,2,100020800,1
1000209,战斗事件,#1#为什么丈八蛇矛没有蛇？#2#大胆狂徒敢招惹爷爷我，让我好好教训你~#1#疼，为什么你们打我都那么疼！,,19000026,1,1000209,,,1,297,2,100020900,1
1000210,战斗事件,#1#关二哥，你怎么又出现了，该不会是赝品吧？#2#我才是真*关云长，我防御比他高，如果你打不动我就等着吃苦吧。,,19000022,1,1000210,,,1,297,2,100021000,1
1000211,战斗事件,#1#这这不是京【哔】的老板娘吗#2#给你包邮哟,,18000036,1,1000211,,,1,267,2,100021100,1
1000212,战斗事件,#2#一个没有朝鲜的地球还有什么好留的#1#霸气四射,,18000033,1,1000212,,,1,267,2,100021200,1
1000213,战斗事件,#2#人生因为承担责任而充实#1#观海听涛,,18000031,1,1000213,,,1,267,2,100021300,1
1000214,战斗事件,#1#画面一直抖动怎么办？#2#你也不停的抖动，当你俩频率一致时，就没有感觉了。,,19000034,1,1000214,,,1,267,2,100021400,1
1000215,战斗事件,#1#欢迎来到河北省#2#反了他，渣渣,,55000002,1,1000215,,,1,267,2,100021500,1
1000216,战斗事件,#1#老板娘好，望老板娘手下留情#2#别紧张，我的伤害不大，只是先出手罢了,,18000036,1,1000216,,,1,294,2,100021600,1
1000217,战斗事件,#2#我是大朝鲜领袖金三胖！朝鲜大军的威严不是你能挑战的！你以为先攻只是先出手吗？让暴击伤害更疼了！,,18000033,1,1000217,,,1,294,2,100021700,1
1000218,战斗事件,#2#前面似乎有个朝鲜人很狂妄的啊，不比他厉害一点我会被美国人民看不起#1#所以你想怎样#2#暴击伤害加上我的先攻加成，看打！,,18000031,1,1000218,,,1,294,2,100021800,1
1000219,战斗事件,#2#没错，其他各国领导人都做的不错了，我也得拿出点实力。不拿出点伤害会被人看扁！#1#还行吧,,19000034,1,1000219,,,1,294,2,100021900,1
1000220,战斗事件,#2#反了你，渣渣！你以为我的先攻只是好看的吗！算上对暴击伤害加成打的你不要不要的！,,55000002,1,1000220,,,1,294,2,100022000,1
1000221,战斗事件,#1#老板娘，我又来挑战了#2#其实你是不是冲着我的美色来的！你忘了我暴击伤害了嘛！这次先攻更高了，更痛！,,18000036,1,1000221,,,1,323,2,100022100,1
1000222,战斗事件,#2#我是大朝鲜领袖金三胖！朝鲜大军的威严不是你能挑战的！你以为先攻只是先出手吗？让暴击伤害更疼了！#1#看我加防！,,18000033,1,1000222,,,1,323,2,100022200,1
1000223,战斗事件,#2#前面似乎有个朝鲜人很狂妄的啊，不比他厉害一点我会被美国人民看不起#1#所以你想怎样#2#暴击伤害加上我的先攻加成，看打！#1#我防！,,18000031,1,1000223,,,1,323,2,100022300,1
1000224,战斗事件,#2#没错，其他各国领导人都做的不错了，我也得拿出点实力。不拿出点伤害会被人看扁！#1#还行吧，毕竟我学乖了加了防御了,,19000034,1,1000224,,,1,323,2,100022400,1
1000225,战斗事件,#2#反了你，渣渣！你以为我的先攻只是好看的吗！算上对暴击伤害加成打的你不要不要的！#1#看我持盾！防！,,55000002,1,1000225,,,1,323,2,100022500,1
1000226,战斗事件,#2#即便是死在怪兽手上，我也不想对这个游戏，这个世界认输……#2#无论如何也不会!#1#真是耀眼的信念啊，果然只有这样的人才会拥有闪烁之光啊,,19000036,1,1000226,,,1,286,2,100022600,1
1000227,战斗事件,#2#你可是比蛋糕还美味千百倍的猎物#1#真是荣幸啊#2#阿拉阿拉，真是淡定,,19000038,1,1000227,,,1,286,2,100022700,1
1000228,战斗事件,#1#天天被电脑辐射，果然还是办公室里放点植物比较好吧？#2#嗯，你可以设置仙人掌的桌面壁纸。,,19000058,1,1000228,,,1,286,2,100022800,1
1000229,战斗事件,#2#你是谁#1#好勇者就是我，我就是（哔），咦，（哔），（哔）#1#为什么我的名字被和谐了啊,,19000057,1,1000229,,,1,286,2,100022900,1
1000230,战斗事件,#1#我认得你，你是深海少女，你是世界第一公主殿下#2#非常感谢你的支持，接下来是演唱会时间了,,19000039,1,1000230,,,1,286,2,100023000,1
1000231,战斗事件,#2#我绝不会轻易就死…我将尽我全力将你击杀…#1#但是你是女孩子，体力有限哦……持久战对你不利……#2#唔……#1#如果你给我拍张照我就自动认输……~(@^_^@)~#2#想得美,,19000036,1,1000231,,,1,315,2,100023100,1
1000232,战斗事件,#2#嘻嘻，又有食物送上门啦~#1#我才不要做你的食物#2#嘻嘻，那打倒我咯~不过我可以自行恢复哦,,19000038,1,1000232,,,1,315,2,100023200,1
1000233,战斗事件,#1#你看起来很难打#2#是你太弱了。在我的回复下你将丝毫无还手之力。,,19000058,1,1000233,,,1,315,2,100023300,1
1000234,战斗事件,#1#你和上一个人的技能是不是一样#2#我们来自同一个空间，都可以自行恢复,,19000057,1,1000234,,,1,315,2,100023400,1
1000235,战斗事件,#1#我对你下不了手#2#还是担心你自己吧，我可以对你自我修复回复能力很强。,,19000039,1,1000235,,,1,315,2,100023500,1
1000236,战斗事件,#2#我绝不会轻易就死…我将尽我全力将你击杀…#1#但是你是女孩子，体力有限哦……持久战对你不利……#2#只要你的不是王者纯粹的，那我就不怕,,19000036,1,1000236,,,1,347,2,100023600,1
1000237,战斗事件,#2#嘻嘻，又有食物送上门啦~#1#我才不要做你的食物#2#嘻嘻，那打倒我咯~不过如果你不是无视防御的话，恐怕有点难哦,,19000038,1,1000237,,,1,347,2,100023700,1
1000238,战斗事件,#1#你看起来很难打#2#是你太弱了。在我的回复下你将丝毫无还手之力。#1#我知道，纯粹技能加堆高王者嘛,,19000058,1,1000238,,,1,347,2,100023800,1
1000239,战斗事件,#1#你和上一个的技能是不是一样#2#我们来自同一个空间，都可以自行恢复#1#那简单，我也用一样的技能,,19000057,1,1000239,,,1,347,2,100023900,1
1000240,战斗事件,#1#我对你下不了手#2#还是担心你自己吧，破不了我的防御，王者又不够，根本无法伤害到我,,19000039,1,1000240,,,1,347,2,100024000,1
1000241,战斗事件,#1#你像个闹钟一样，好吵。#2#你不懂，闹钟从来不是用来叫醒你的，而是让你知道你还能睡多久。,,18000059,1,1000241,,,1,305,2,100024100,1
1000242,战斗事件,#2#看到我和我娘子的合体技了吗？靠，这是人干的事吗#1#多么好的策划，绝对是应广大群众要求。,,19000085,1,1000242,,,1,305,2,100024200,1
1000243,战斗事件,#1#你为什么这么伤心，今天明明是你俩相会的好日子啊！#2#可是按照七夕的传统，过完了今天，以我们为代表的情侣，就该分开了……,,19000086,1,1000243,,,1,305,2,100024300,1
1000244,战斗事件,#2#一对百合一对基，剩下一个是苦逼#1#一个庞麦郎一个滑板鞋，那你是什么#2#我是给他们摩擦的弟,,19000067,1,1000244,,,1,305,2,100024400,1
1000245,战斗事件,#2#当我还是一个少年的时候曾非常渴望拥有一双满意的滑板鞋#1#如今你有了。#2#如今我穿着时尚时尚最时尚的滑板鞋走在回家的路上，滑板鞋与地面摩擦出魔鬼般的步伐，在月光下，身影时远时近……,,19000068,1,1000245,,,1,305,2,100024500,1
1000246,战斗事件,#1#我是来听提示的#2#我只是一只专注的喜鹊，啄什么都会中，从不失手,,18000059,1,1000246,,,1,336,2,100024600,1
1000247,战斗事件,#1#听说你昨天看了别的妹子多一眼#2#怎么可能，我的眼里只有织女一个人，看我专注的眼神，总是准确的投射到织女身上~,,19000085,1,1000247,,,1,336,2,100024700,1
